resume_id,n_skills,n_skill_communities,dominant_skill_community,dominant_skill_community_count,dominant_skill_community_share,skill_community_entropy,skill_community_entropy_normalized
R_004585,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_004586,6,1,4,6,1.0,-0.0,0.0
R_004587,7,1,0,7,1.0,-0.0,0.0
R_004588,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_004589,8,1,3,8,1.0,-0.0,0.0
R_004590,7,1,3,7,1.0,-0.0,0.0
R_004591,8,1,1,8,1.0,-0.0,0.0
R_004592,8,1,5,8,1.0,-0.0,0.0
R_004593,5,1,2,5,1.0,-0.0,0.0
R_004594,7,1,3,7,1.0,-0.0,0.0
R_004595,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_004596,5,1,0,5,1.0,-0.0,0.0
R_004597,6,1,1,6,1.0,-0.0,0.0
R_004598,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_004599,6,1,0,6,1.0,-0.0,0.0
R_004600,6,1,1,6,1.0,-0.0,0.0
R_004601,8,1,2,8,1.0,-0.0,0.0
R_004602,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004603,5,1,3,5,1.0,-0.0,0.0
R_004604,8,1,0,8,1.0,-0.0,0.0
R_004605,8,1,1,8,1.0,-0.0,0.0
R_004606,7,1,2,7,1.0,-0.0,0.0
R_004607,5,1,1,5,1.0,-0.0,0.0
R_004608,8,1,0,8,1.0,-0.0,0.0
R_004609,5,1,1,5,1.0,-0.0,0.0
R_004610,8,1,3,8,1.0,-0.0,0.0
R_004611,7,2,7,5,0.7142857142857143,0.5982695885852573,0.8631205685666311
R_004612,5,2,7,3,0.6,0.6730116670092565,0.9709505944546688
R_004613,7,1,4,7,1.0,-0.0,0.0
R_004614,8,4,7,4,0.5,1.2130075659799042,0.875
R_004615,7,1,0,7,1.0,-0.0,0.0
R_004616,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_004617,6,1,1,6,1.0,-0.0,0.0
R_004618,6,1,1,6,1.0,-0.0,0.0
R_004619,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004620,5,1,1,5,1.0,-0.0,0.0
R_004621,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_004622,8,1,2,8,1.0,-0.0,0.0
R_004623,8,1,4,8,1.0,-0.0,0.0
R_004624,8,1,4,8,1.0,-0.0,0.0
R_004625,8,1,3,8,1.0,-0.0,0.0
R_004626,8,1,1,8,1.0,-0.0,0.0
R_004627,6,1,0,6,1.0,-0.0,0.0
R_004628,8,1,5,8,1.0,-0.0,0.0
R_004629,6,1,4,6,1.0,-0.0,0.0
R_004630,6,1,5,6,1.0,-0.0,0.0
R_004631,7,1,2,7,1.0,-0.0,0.0
R_004632,7,1,0,7,1.0,-0.0,0.0
R_004633,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004634,7,1,3,7,1.0,-0.0,0.0
R_004635,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004636,8,1,1,8,1.0,-0.0,0.0
R_004637,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_004638,5,1,2,5,1.0,-0.0,0.0
R_004639,6,1,4,6,1.0,-0.0,0.0
R_004640,5,1,0,5,1.0,-0.0,0.0
R_004641,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004642,7,1,3,7,1.0,-0.0,0.0
R_004643,8,1,0,8,1.0,-0.0,0.0
R_004644,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_004645,6,1,1,6,1.0,-0.0,0.0
R_004646,5,1,0,5,1.0,-0.0,0.0
R_004647,5,1,1,5,1.0,-0.0,0.0
R_004648,7,1,1,7,1.0,-0.0,0.0
R_004649,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_004650,8,1,0,8,1.0,-0.0,0.0
R_004651,5,1,1,5,1.0,-0.0,0.0
R_004652,8,1,2,8,1.0,-0.0,0.0
R_004653,6,1,4,6,1.0,-0.0,0.0
R_004654,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_004655,8,2,7,6,0.75,0.5623351446188083,0.8112781244591328
R_004656,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_004657,6,1,0,6,1.0,-0.0,0.0
R_004658,8,1,4,8,1.0,-0.0,0.0
R_004659,7,1,4,7,1.0,-0.0,0.0
R_004660,6,1,3,6,1.0,-0.0,0.0
R_004661,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004662,5,1,6,5,1.0,-0.0,0.0
R_004663,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004664,6,1,5,6,1.0,-0.0,0.0
R_004665,6,1,0,6,1.0,-0.0,0.0
R_004666,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_004667,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_004668,7,1,1,7,1.0,-0.0,0.0
R_004669,7,1,4,7,1.0,-0.0,0.0
R_004670,5,1,2,5,1.0,-0.0,0.0
R_004671,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_004672,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_004673,7,1,3,7,1.0,-0.0,0.0
R_004674,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004675,7,1,2,7,1.0,-0.0,0.0
R_004676,6,1,0,6,1.0,-0.0,0.0
R_004677,5,1,3,5,1.0,-0.0,0.0
R_004678,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_004679,5,1,0,5,1.0,-0.0,0.0
R_004680,7,1,4,7,1.0,-0.0,0.0
R_004681,5,1,2,5,1.0,-0.0,0.0
R_004682,6,4,2,2,0.3333333333333333,1.3296613488547582,0.9591479170272448
R_004683,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004684,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_004685,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_004686,8,1,4,8,1.0,-0.0,0.0
R_004687,7,2,7,5,0.7142857142857143,0.5982695885852573,0.8631205685666311
R_004688,6,1,1,6,1.0,-0.0,0.0
R_004689,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004690,5,1,5,5,1.0,-0.0,0.0
R_004691,6,1,0,6,1.0,-0.0,0.0
R_004692,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_004693,8,4,7,4,0.5,1.2130075659799042,0.875
R_004694,8,1,4,8,1.0,-0.0,0.0
R_004695,5,1,0,5,1.0,-0.0,0.0
R_004696,6,1,2,6,1.0,-0.0,0.0
R_004697,8,1,3,8,1.0,-0.0,0.0
R_004698,8,1,3,8,1.0,-0.0,0.0
R_004699,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004700,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004701,7,4,7,3,0.42857142857142855,1.277034259466139,0.9211854965885543
R_004702,8,4,7,4,0.5,1.2130075659799042,0.875
R_004703,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_004704,5,1,1,5,1.0,-0.0,0.0
R_004705,7,1,2,7,1.0,-0.0,0.0
R_004706,5,1,5,5,1.0,-0.0,0.0
R_004707,7,1,4,7,1.0,-0.0,0.0
R_004708,5,1,1,5,1.0,-0.0,0.0
R_004709,6,1,6,6,1.0,-0.0,0.0
R_004710,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_004711,8,1,2,8,1.0,-0.0,0.0
R_004712,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_004713,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_004714,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004715,7,2,7,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004716,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_004717,6,1,0,6,1.0,-0.0,0.0
R_004718,6,1,1,6,1.0,-0.0,0.0
R_004719,8,1,5,8,1.0,-0.0,0.0
R_004720,8,4,7,4,0.5,1.2130075659799042,0.875
R_004721,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004722,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004723,6,1,3,6,1.0,-0.0,0.0
R_004724,7,1,0,7,1.0,-0.0,0.0
R_004725,5,1,6,5,1.0,-0.0,0.0
R_004726,6,1,3,6,1.0,-0.0,0.0
R_004727,5,1,4,5,1.0,-0.0,0.0
R_004728,7,1,0,7,1.0,-0.0,0.0
R_004729,6,1,2,6,1.0,-0.0,0.0
R_004730,6,1,0,6,1.0,-0.0,0.0
R_004731,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004732,5,1,0,5,1.0,-0.0,0.0
R_004733,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004734,7,1,1,7,1.0,-0.0,0.0
R_004735,7,1,2,7,1.0,-0.0,0.0
R_004736,5,1,4,5,1.0,-0.0,0.0
R_004737,5,1,1,5,1.0,-0.0,0.0
R_004738,7,1,2,7,1.0,-0.0,0.0
R_004739,7,1,1,7,1.0,-0.0,0.0
R_004740,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004741,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_004742,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004743,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004744,7,1,0,7,1.0,-0.0,0.0
R_004745,6,1,0,6,1.0,-0.0,0.0
R_004746,6,1,0,6,1.0,-0.0,0.0
R_004747,6,1,6,6,1.0,-0.0,0.0
R_004748,8,1,2,8,1.0,-0.0,0.0
R_004749,6,1,0,6,1.0,-0.0,0.0
R_004750,5,1,2,5,1.0,-0.0,0.0
R_004751,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_004752,5,1,2,5,1.0,-0.0,0.0
R_004753,7,1,3,7,1.0,-0.0,0.0
R_004754,5,1,3,5,1.0,-0.0,0.0
R_004755,5,1,4,5,1.0,-0.0,0.0
R_004756,6,1,3,6,1.0,-0.0,0.0
R_004757,7,1,4,7,1.0,-0.0,0.0
R_004758,7,1,3,7,1.0,-0.0,0.0
R_004759,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_004760,8,1,1,8,1.0,-0.0,0.0
R_004761,5,1,0,5,1.0,-0.0,0.0
R_004762,5,1,1,5,1.0,-0.0,0.0
R_004763,6,1,3,6,1.0,-0.0,0.0
R_004764,6,1,1,6,1.0,-0.0,0.0
R_004765,5,1,0,5,1.0,-0.0,0.0
R_004766,5,1,4,5,1.0,-0.0,0.0
R_004767,8,1,4,8,1.0,-0.0,0.0
R_004768,7,1,1,7,1.0,-0.0,0.0
R_004769,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004770,5,1,3,5,1.0,-0.0,0.0
R_004771,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_004772,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004773,8,1,2,8,1.0,-0.0,0.0
R_004774,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_004775,5,1,3,5,1.0,-0.0,0.0
R_004776,6,1,2,6,1.0,-0.0,0.0
R_004777,7,1,0,7,1.0,-0.0,0.0
R_004778,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_004779,7,1,3,7,1.0,-0.0,0.0
R_004780,5,1,2,5,1.0,-0.0,0.0
R_004781,6,1,5,6,1.0,-0.0,0.0
R_004782,7,1,4,7,1.0,-0.0,0.0
R_004783,6,1,3,6,1.0,-0.0,0.0
R_004784,5,1,5,5,1.0,-0.0,0.0
R_004785,8,1,3,8,1.0,-0.0,0.0
R_004786,6,1,3,6,1.0,-0.0,0.0
R_004787,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004788,7,1,2,7,1.0,-0.0,0.0
R_004789,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_004790,7,4,7,3,0.42857142857142855,1.277034259466139,0.9211854965885543
R_004791,5,1,2,5,1.0,-0.0,0.0
R_004792,5,1,6,5,1.0,-0.0,0.0
R_004793,8,1,2,8,1.0,-0.0,0.0
R_004794,6,1,2,6,1.0,-0.0,0.0
R_004795,6,1,5,6,1.0,-0.0,0.0
R_004796,5,1,5,5,1.0,-0.0,0.0
R_004797,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004798,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_004799,7,1,0,7,1.0,-0.0,0.0
R_004800,8,1,3,8,1.0,-0.0,0.0
R_004801,6,1,5,6,1.0,-0.0,0.0
R_004802,8,1,1,8,1.0,-0.0,0.0
R_004803,6,1,1,6,1.0,-0.0,0.0
R_004804,5,1,1,5,1.0,-0.0,0.0
R_004805,5,1,1,5,1.0,-0.0,0.0
R_004806,7,1,1,7,1.0,-0.0,0.0
R_004807,7,1,2,7,1.0,-0.0,0.0
R_004808,6,1,3,6,1.0,-0.0,0.0
R_004809,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004810,7,1,0,7,1.0,-0.0,0.0
R_004811,8,1,0,8,1.0,-0.0,0.0
R_004812,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004813,8,1,1,8,1.0,-0.0,0.0
R_004814,7,1,3,7,1.0,-0.0,0.0
R_004815,8,1,0,8,1.0,-0.0,0.0
R_004816,8,1,0,8,1.0,-0.0,0.0
R_004817,5,1,5,5,1.0,-0.0,0.0
R_004818,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004819,7,1,2,7,1.0,-0.0,0.0
R_004820,7,1,2,7,1.0,-0.0,0.0
R_004821,7,1,0,7,1.0,-0.0,0.0
R_004822,5,1,5,5,1.0,-0.0,0.0
R_004823,7,1,2,7,1.0,-0.0,0.0
R_004824,7,1,3,7,1.0,-0.0,0.0
R_004825,8,1,0,8,1.0,-0.0,0.0
R_004826,6,1,2,6,1.0,-0.0,0.0
R_004827,7,1,1,7,1.0,-0.0,0.0
R_004828,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_004829,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004830,6,1,1,6,1.0,-0.0,0.0
R_004831,8,1,0,8,1.0,-0.0,0.0
R_004832,8,1,3,8,1.0,-0.0,0.0
R_004833,8,1,4,8,1.0,-0.0,0.0
R_004834,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_004835,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004836,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004837,5,1,1,5,1.0,-0.0,0.0
R_004838,5,1,3,5,1.0,-0.0,0.0
R_004839,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_004840,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004841,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004842,5,1,1,5,1.0,-0.0,0.0
R_004843,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004844,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_004845,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004846,5,1,2,5,1.0,-0.0,0.0
R_004847,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_004848,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_004849,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004850,5,1,4,5,1.0,-0.0,0.0
R_004851,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_004852,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004853,8,1,3,8,1.0,-0.0,0.0
R_004854,8,1,0,8,1.0,-0.0,0.0
R_004855,6,1,5,6,1.0,-0.0,0.0
R_004856,6,1,5,6,1.0,-0.0,0.0
R_004857,7,1,1,7,1.0,-0.0,0.0
R_004858,6,1,3,6,1.0,-0.0,0.0
R_004859,7,1,0,7,1.0,-0.0,0.0
R_004860,6,1,5,6,1.0,-0.0,0.0
R_004861,7,1,3,7,1.0,-0.0,0.0
R_004862,8,1,2,8,1.0,-0.0,0.0
R_004863,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004864,5,1,4,5,1.0,-0.0,0.0
R_004865,5,1,5,5,1.0,-0.0,0.0
R_004866,5,1,3,5,1.0,-0.0,0.0
R_004867,7,1,2,7,1.0,-0.0,0.0
R_004868,8,1,2,8,1.0,-0.0,0.0
R_004869,6,1,3,6,1.0,-0.0,0.0
R_004870,6,1,4,6,1.0,-0.0,0.0
R_004871,5,1,2,5,1.0,-0.0,0.0
R_004872,6,1,1,6,1.0,-0.0,0.0
R_004873,5,1,6,5,1.0,-0.0,0.0
R_004874,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_004875,6,1,3,6,1.0,-0.0,0.0
R_004876,8,1,3,8,1.0,-0.0,0.0
R_004877,5,1,1,5,1.0,-0.0,0.0
R_004878,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004879,5,1,0,5,1.0,-0.0,0.0
R_004880,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_004881,8,1,4,8,1.0,-0.0,0.0
R_004882,5,1,0,5,1.0,-0.0,0.0
R_004883,6,1,2,6,1.0,-0.0,0.0
R_004884,5,1,0,5,1.0,-0.0,0.0
R_004885,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004886,6,1,4,6,1.0,-0.0,0.0
R_004887,5,1,1,5,1.0,-0.0,0.0
R_004888,6,1,2,6,1.0,-0.0,0.0
R_004889,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004890,7,1,2,7,1.0,-0.0,0.0
R_004891,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_004892,7,4,7,3,0.42857142857142855,1.277034259466139,0.9211854965885543
R_004893,5,1,1,5,1.0,-0.0,0.0
R_004894,8,1,3,8,1.0,-0.0,0.0
R_004895,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004896,6,1,1,6,1.0,-0.0,0.0
R_004897,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004898,7,4,7,3,0.42857142857142855,1.277034259466139,0.9211854965885543
R_004899,6,1,4,6,1.0,-0.0,0.0
R_004900,5,1,6,5,1.0,-0.0,0.0
R_004901,5,1,1,5,1.0,-0.0,0.0
R_004902,5,1,0,5,1.0,-0.0,0.0
R_004903,5,1,3,5,1.0,-0.0,0.0
R_004904,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004905,7,1,2,7,1.0,-0.0,0.0
R_004906,6,1,2,6,1.0,-0.0,0.0
R_004907,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004908,7,1,0,7,1.0,-0.0,0.0
R_004909,5,1,6,5,1.0,-0.0,0.0
R_004910,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_004911,7,1,1,7,1.0,-0.0,0.0
R_004912,7,1,2,7,1.0,-0.0,0.0
R_004913,6,1,3,6,1.0,-0.0,0.0
R_004914,6,1,3,6,1.0,-0.0,0.0
R_004915,6,1,4,6,1.0,-0.0,0.0
R_004916,6,1,1,6,1.0,-0.0,0.0
R_004917,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_004918,6,1,4,6,1.0,-0.0,0.0
R_004919,6,1,2,6,1.0,-0.0,0.0
R_004920,8,1,1,8,1.0,-0.0,0.0
R_004921,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_004922,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_004923,8,1,4,8,1.0,-0.0,0.0
R_004924,5,1,2,5,1.0,-0.0,0.0
R_004925,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_004926,5,1,3,5,1.0,-0.0,0.0
R_004927,6,1,0,6,1.0,-0.0,0.0
R_004928,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_004929,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_004930,6,4,2,2,0.3333333333333333,1.3296613488547582,0.9591479170272448
R_004931,5,1,3,5,1.0,-0.0,0.0
R_004932,5,1,4,5,1.0,-0.0,0.0
R_004933,7,1,3,7,1.0,-0.0,0.0
R_004934,8,1,3,8,1.0,-0.0,0.0
R_004935,8,1,4,8,1.0,-0.0,0.0
R_004936,6,1,4,6,1.0,-0.0,0.0
R_004937,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_004938,6,1,4,6,1.0,-0.0,0.0
R_004939,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_004940,7,1,1,7,1.0,-0.0,0.0
R_004941,5,1,3,5,1.0,-0.0,0.0
R_004942,6,1,3,6,1.0,-0.0,0.0
R_004943,8,1,0,8,1.0,-0.0,0.0
R_004944,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_004945,7,1,0,7,1.0,-0.0,0.0
R_004946,6,1,0,6,1.0,-0.0,0.0
R_004947,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_004948,6,1,4,6,1.0,-0.0,0.0
R_004949,7,1,6,7,1.0,-0.0,0.0
R_004950,6,1,3,6,1.0,-0.0,0.0
R_004951,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004952,6,1,3,6,1.0,-0.0,0.0
R_004953,8,1,1,8,1.0,-0.0,0.0
R_004954,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_004955,6,1,6,6,1.0,-0.0,0.0
R_004956,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_004957,5,1,3,5,1.0,-0.0,0.0
R_004958,8,1,2,8,1.0,-0.0,0.0
R_004959,7,1,0,7,1.0,-0.0,0.0
R_004960,5,1,4,5,1.0,-0.0,0.0
R_004961,6,1,1,6,1.0,-0.0,0.0
R_004962,8,1,0,8,1.0,-0.0,0.0
R_004963,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_004964,5,1,2,5,1.0,-0.0,0.0
R_004965,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_004966,8,1,4,8,1.0,-0.0,0.0
R_004967,8,1,2,8,1.0,-0.0,0.0
R_004968,5,1,0,5,1.0,-0.0,0.0
R_004969,7,1,0,7,1.0,-0.0,0.0
R_004970,6,1,1,6,1.0,-0.0,0.0
R_004971,5,1,2,5,1.0,-0.0,0.0
R_004972,6,1,0,6,1.0,-0.0,0.0
R_004973,8,1,4,8,1.0,-0.0,0.0
R_004974,7,1,2,7,1.0,-0.0,0.0
R_004975,8,1,3,8,1.0,-0.0,0.0
R_004976,8,1,5,8,1.0,-0.0,0.0
R_004977,6,1,0,6,1.0,-0.0,0.0
R_004978,5,1,0,5,1.0,-0.0,0.0
R_004979,5,1,0,5,1.0,-0.0,0.0
R_004980,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_004981,7,1,5,7,1.0,-0.0,0.0
R_004982,6,1,1,6,1.0,-0.0,0.0
R_004983,8,1,0,8,1.0,-0.0,0.0
R_004984,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_004985,6,1,2,6,1.0,-0.0,0.0
R_004986,5,1,1,5,1.0,-0.0,0.0
R_004987,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_004988,7,1,4,7,1.0,-0.0,0.0
R_004989,6,1,0,6,1.0,-0.0,0.0
R_004990,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_004991,8,1,0,8,1.0,-0.0,0.0
R_004992,8,1,3,8,1.0,-0.0,0.0
R_004993,7,1,0,7,1.0,-0.0,0.0
R_004994,5,1,3,5,1.0,-0.0,0.0
R_004995,7,2,7,5,0.7142857142857143,0.5982695885852573,0.8631205685666311
R_004996,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_004997,6,1,3,6,1.0,-0.0,0.0
R_004998,7,1,0,7,1.0,-0.0,0.0
R_004999,7,1,5,7,1.0,-0.0,0.0
R_005000,7,1,0,7,1.0,-0.0,0.0
R_005001,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_005002,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_005003,7,1,1,7,1.0,-0.0,0.0
R_005004,6,2,7,4,0.6666666666666666,0.6365141682948128,0.9182958340544894
R_005005,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_005006,5,1,1,5,1.0,-0.0,0.0
R_005007,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_005008,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_005009,7,1,3,7,1.0,-0.0,0.0
R_005010,8,1,0,8,1.0,-0.0,0.0
R_005011,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_005012,6,1,2,6,1.0,-0.0,0.0
R_005013,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_005014,7,1,4,7,1.0,-0.0,0.0
R_005015,8,1,0,8,1.0,-0.0,0.0
R_005016,6,1,3,6,1.0,-0.0,0.0
R_005017,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_005018,7,1,1,7,1.0,-0.0,0.0
R_005019,8,1,0,8,1.0,-0.0,0.0
R_005020,5,1,5,5,1.0,-0.0,0.0
R_005021,8,1,2,8,1.0,-0.0,0.0
R_005022,5,1,2,5,1.0,-0.0,0.0
R_005023,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_005024,7,1,2,7,1.0,-0.0,0.0
R_005025,7,1,2,7,1.0,-0.0,0.0
R_005026,6,1,6,6,1.0,-0.0,0.0
R_005027,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_005028,6,1,0,6,1.0,-0.0,0.0
R_005029,5,1,5,5,1.0,-0.0,0.0
R_005030,5,1,1,5,1.0,-0.0,0.0
R_005031,8,1,1,8,1.0,-0.0,0.0
R_005032,5,1,4,5,1.0,-0.0,0.0
R_005033,5,1,2,5,1.0,-0.0,0.0
R_005034,6,1,5,6,1.0,-0.0,0.0
R_005035,8,1,3,8,1.0,-0.0,0.0
R_005036,5,1,4,5,1.0,-0.0,0.0
R_005037,5,1,3,5,1.0,-0.0,0.0
R_005038,5,1,2,5,1.0,-0.0,0.0
R_005039,8,1,0,8,1.0,-0.0,0.0
R_005040,5,1,5,5,1.0,-0.0,0.0
R_005041,5,1,1,5,1.0,-0.0,0.0
R_005042,8,1,0,8,1.0,-0.0,0.0
R_005043,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_005044,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_005045,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_005046,8,1,0,8,1.0,-0.0,0.0
R_005047,7,1,0,7,1.0,-0.0,0.0
R_005048,5,1,5,5,1.0,-0.0,0.0
R_005049,8,1,4,8,1.0,-0.0,0.0
R_005050,6,1,0,6,1.0,-0.0,0.0
R_005051,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_005052,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_005053,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_005054,7,1,3,7,1.0,-0.0,0.0
R_005055,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_005056,7,1,4,7,1.0,-0.0,0.0
R_005057,6,1,2,6,1.0,-0.0,0.0
R_005058,7,1,2,7,1.0,-0.0,0.0
R_005059,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_005060,7,1,1,7,1.0,-0.0,0.0
