job_id,seniority,industry
J_001954,Mid,E-commerce
J_001955,Junior,Healthcare
J_001956,Senior,FinTech
J_001957,Senior,Logistics
J_001958,Junior,SaaS
J_001959,Junior,EdTech
J_001960,Mid,Logistics
J_001961,Mid,Cybersecurity
J_001962,Senior,Healthcare
J_001963,Mid,Logistics
J_001964,Senior,Logistics
J_001965,Junior,Travel
J_001966,Mid,Travel
J_001967,Junior,EdTech
J_001968,Senior,EdTech
J_001969,Senior,EdTech
J_001970,Senior,SaaS
J_001971,Mid,E-commerce
J_001972,Junior,Logistics
J_001973,Senior,Logistics
J_001974,Senior,Retail
J_001975,Junior,Cybersecurity
J_001976,Junior,Travel
J_001977,Mid,EdTech
J_001978,Senior,Logistics
J_001979,Junior,Healthcare
J_001980,Senior,E-commerce
J_001981,Senior,Cybersecurity
J_001982,Mid,Retail
J_001983,Senior,FinTech
J_001984,Mid,Cybersecurity
J_001985,Senior,FinTech
J_001986,Senior,SaaS
J_001987,Mid,Retail
J_001988,Junior,SaaS
J_001989,Mid,Travel
J_001990,Mid,Retail
J_001991,Mid,Cybersecurity
J_001992,Mid,E-commerce
J_001993,Mid,Travel
J_001994,Junior,EdTech
J_001995,Senior,Travel
J_001996,Senior,SaaS
J_001997,Junior,Gaming
J_001998,Senior,Cybersecurity
J_001999,Junior,Healthcare
J_002000,Junior,Cybersecurity
J_002001,Mid,Gaming
J_002002,Senior,Travel
J_002003,Senior,Healthcare
J_002004,Mid,E-commerce
J_002005,Senior,Gaming
J_002006,Junior,Retail
J_002007,Senior,Retail
J_002008,Senior,E-commerce
J_002009,Mid,FinTech
J_002010,Mid,Gaming
J_002011,Senior,Logistics
J_002012,Junior,Travel
J_002013,Junior,Retail
J_002014,Mid,FinTech
J_002015,Senior,E-commerce
J_002016,Mid,Travel
J_002017,Mid,SaaS
J_002018,Senior,Cybersecurity
J_002019,Senior,Logistics
J_002020,Mid,FinTech
J_002021,Mid,Cybersecurity
J_002022,Mid,SaaS
J_002023,Junior,Gaming
J_002024,Senior,Gaming
J_002025,Junior,Healthcare
J_002026,Senior,FinTech
J_002027,Senior,Healthcare
J_002028,Mid,Travel
J_002029,Mid,Logistics
J_002030,Senior,E-commerce
J_002031,Senior,EdTech
J_002032,Mid,FinTech
J_002033,Mid,Logistics
J_002034,Mid,FinTech
J_002035,Mid,FinTech
J_002036,Mid,EdTech
J_002037,Junior,FinTech
J_002038,Senior,FinTech
J_002039,Senior,EdTech
J_002040,Junior,FinTech
J_002041,Senior,Healthcare
J_002042,Mid,FinTech
J_002043,Mid,Cybersecurity
J_002044,Mid,Retail
J_002045,Junior,SaaS
J_002046,Mid,Retail
J_002047,Junior,Logistics
J_002048,Mid,EdTech
J_002049,Mid,EdTech
J_002050,Mid,Logistics
J_002051,Senior,Retail
J_002052,Mid,Cybersecurity
J_002053,Senior,Retail
J_002054,Mid,Healthcare
J_002055,Junior,Cybersecurity
J_002056,Senior,FinTech
J_002057,Senior,Healthcare
J_002058,Junior,Healthcare
J_002059,Mid,Healthcare
J_002060,Mid,SaaS
J_002061,Junior,Retail
J_002062,Senior,EdTech
J_002063,Mid,E-commerce
J_002064,Junior,E-commerce
J_002065,Junior,Cybersecurity
J_002066,Mid,Travel
J_002067,Mid,Gaming
J_002068,Mid,FinTech
J_002069,Mid,Retail
J_002070,Junior,Logistics
J_002071,Junior,EdTech
J_002072,Junior,Travel
J_002073,Mid,SaaS
J_002074,Senior,Healthcare
J_002075,Mid,EdTech
J_002076,Senior,Logistics
J_002077,Mid,Retail
J_002078,Senior,FinTech
J_002079,Junior,Cybersecurity
J_002080,Senior,SaaS
J_002081,Mid,SaaS
J_002082,Senior,FinTech
J_002083,Senior,Healthcare
J_002084,Junior,Retail
J_002085,Mid,Retail
J_002086,Junior,Cybersecurity
J_002087,Junior,Travel
J_002088,Senior,E-commerce
J_002089,Mid,Healthcare
J_002090,Mid,Travel
J_002091,Senior,Healthcare
J_002092,Mid,Travel
J_002093,Senior,EdTech
J_002094,Mid,FinTech
J_002095,Mid,Travel
J_002096,Senior,SaaS
J_002097,Mid,E-commerce
J_002098,Junior,Logistics
J_002099,Mid,Gaming
J_002100,Mid,EdTech
J_002101,Mid,SaaS
J_002102,Mid,Retail
J_002103,Junior,Travel
J_002104,Junior,Travel
J_002105,Junior,E-commerce
J_002106,Junior,Healthcare
J_002107,Senior,Logistics
J_002108,Mid,Cybersecurity
J_002109,Junior,Cybersecurity
J_002110,Mid,Travel
J_002111,Mid,Healthcare
J_002112,Mid,Healthcare
J_002113,Senior,Gaming
J_002114,Mid,FinTech
J_002115,Mid,SaaS
J_002116,Junior,Gaming
J_002117,Junior,Travel
J_002118,Junior,E-commerce
J_002119,Junior,Cybersecurity
J_002120,Mid,EdTech
J_002121,Senior,FinTech
J_002122,Junior,Retail
J_002123,Mid,Logistics
J_002124,Senior,Retail
J_002125,Senior,Travel
J_002126,Junior,FinTech
J_002127,Junior,SaaS
J_002128,Junior,SaaS
J_002129,Senior,Travel
J_002130,Mid,FinTech
J_002131,Junior,Logistics
J_002132,Junior,SaaS
J_002133,Mid,SaaS
J_002134,Junior,Gaming
J_002135,Junior,FinTech
J_002136,Mid,Healthcare
J_002137,Mid,Travel
J_002138,Senior,Logistics
J_002139,Junior,E-commerce
J_002140,Mid,SaaS
J_002141,Junior,Logistics
J_002142,Mid,Gaming
J_002143,Senior,SaaS
J_002144,Junior,Cybersecurity
J_002145,Mid,Retail
J_002146,Senior,Logistics
J_002147,Senior,EdTech
J_002148,Mid,FinTech
J_002149,Mid,EdTech
J_002150,Junior,EdTech
J_002151,Junior,E-commerce
J_002152,Mid,Travel
J_002153,Mid,Cybersecurity
J_002154,Junior,E-commerce
J_002155,Senior,E-commerce
J_002156,Senior,Logistics
J_002157,Mid,FinTech
J_002158,Senior,FinTech
J_002159,Junior,Cybersecurity
J_002160,Senior,SaaS
J_002161,Senior,Travel
J_002162,Junior,Healthcare
J_002163,Senior,Cybersecurity
J_002164,Junior,Cybersecurity
J_002165,Mid,Logistics
J_002166,Junior,Travel
J_002167,Mid,Travel
J_002168,Junior,Retail
J_002169,Junior,E-commerce
J_002170,Senior,SaaS
J_002171,Mid,Healthcare
J_002172,Junior,Retail
J_002173,Junior,Cybersecurity
J_002174,Junior,Cybersecurity
J_002175,Mid,E-commerce
J_002176,Junior,E-commerce
J_002177,Junior,SaaS
J_002178,Junior,EdTech
J_002179,Mid,Cybersecurity
J_002180,Mid,Healthcare
J_002181,Junior,Cybersecurity
J_002182,Mid,Logistics
J_002183,Senior,Travel
J_002184,Senior,Healthcare
J_002185,Mid,Retail
J_002186,Mid,Travel
J_002187,Junior,Logistics
J_002188,Junior,Gaming
J_002189,Senior,Travel
J_002190,Senior,Retail
J_002191,Mid,Cybersecurity
J_002192,Mid,Gaming
J_002193,Senior,Gaming
J_002194,Junior,Travel
J_002195,Junior,E-commerce
J_002196,Junior,SaaS
J_002197,Junior,Healthcare
J_002198,Junior,Logistics
J_002199,Junior,Travel
J_002200,Senior,Healthcare
J_002201,Junior,Cybersecurity
J_002202,Senior,Healthcare
J_002203,Senior,Cybersecurity
J_002204,Senior,EdTech
J_002205,Senior,Logistics
J_002206,Junior,SaaS
J_002207,Junior,Travel
J_002208,Junior,Gaming
J_002209,Junior,FinTech
J_002210,Junior,SaaS
J_002211,Senior,Gaming
J_002212,Senior,Logistics
J_002213,Senior,SaaS
J_002214,Junior,E-commerce
J_002215,Junior,FinTech
J_002216,Junior,Retail
J_002217,Junior,EdTech
J_002218,Mid,E-commerce
J_002219,Junior,Gaming
J_002220,Senior,Cybersecurity
J_002221,Senior,Logistics
J_002222,Mid,Gaming
J_002223,Senior,Gaming
J_002224,Mid,Logistics
J_002225,Junior,SaaS
J_002226,Mid,Logistics
J_002227,Mid,FinTech
J_002228,Junior,Gaming
J_002229,Junior,E-commerce
J_002230,Senior,SaaS
J_002231,Mid,Retail
J_002232,Senior,SaaS
J_002233,Senior,SaaS
J_002234,Junior,SaaS
J_002235,Senior,Logistics
J_002236,Junior,SaaS
J_002237,Junior,Travel
J_002238,Junior,FinTech
J_002239,Junior,Logistics
J_002240,Senior,FinTech
J_002241,Mid,SaaS
J_002242,Senior,Retail
J_002243,Junior,Travel
J_002244,Senior,SaaS
J_002245,Mid,Healthcare
J_002246,Senior,Logistics
J_002247,Mid,Gaming
J_002248,Junior,Travel
J_002249,Mid,EdTech
J_002250,Mid,Cybersecurity
J_002251,Mid,Cybersecurity
J_002252,Mid,Cybersecurity
J_002253,Junior,Gaming
J_002254,Junior,Cybersecurity
J_002255,Junior,EdTech
J_002256,Mid,Logistics
J_002257,Mid,SaaS
J_002258,Junior,FinTech
J_002259,Junior,Healthcare
J_002260,Mid,Healthcare
J_002261,Mid,FinTech
J_002262,Senior,EdTech
J_002263,Senior,FinTech
J_002264,Senior,FinTech
J_002265,Junior,Retail
J_002266,Junior,FinTech
J_002267,Senior,Healthcare
J_002268,Mid,FinTech
J_002269,Senior,Gaming
J_002270,Mid,EdTech
J_002271,Junior,SaaS
J_002272,Junior,Travel
J_002273,Mid,Logistics
J_002274,Junior,Travel
J_002275,Senior,EdTech
J_002276,Mid,Healthcare
J_002277,Mid,Logistics
J_002278,Junior,SaaS
J_002279,Junior,SaaS
J_002280,Mid,Travel
J_002281,Junior,Healthcare
J_002282,Senior,Cybersecurity
J_002283,Senior,FinTech
J_002284,Senior,Retail
J_002285,Senior,FinTech
J_002286,Junior,Healthcare
J_002287,Mid,E-commerce
J_002288,Senior,Healthcare
J_002289,Junior,Cybersecurity
J_002290,Mid,Cybersecurity
J_002291,Junior,Healthcare
J_002292,Junior,Cybersecurity
J_002293,Mid,EdTech
J_002294,Senior,FinTech
J_002295,Mid,FinTech
J_002296,Junior,EdTech
J_002297,Junior,Cybersecurity
J_002298,Senior,Travel
J_002299,Junior,Gaming
J_002300,Mid,Logistics
J_002301,Mid,Healthcare
J_002302,Mid,Travel
J_002303,Mid,E-commerce
J_002304,Mid,Cybersecurity
J_002305,Senior,Gaming
J_002306,Junior,Cybersecurity
J_002307,Senior,FinTech
J_002308,Mid,Logistics
J_002309,Mid,Travel
J_002310,Mid,FinTech
J_002311,Senior,Cybersecurity
J_002312,Junior,Cybersecurity
J_002313,Senior,Healthcare
J_002314,Mid,E-commerce
J_002315,Senior,E-commerce
J_002316,Senior,Gaming
J_002317,Senior,Gaming
J_002318,Junior,Gaming
J_002319,Mid,E-commerce
J_002320,Senior,Cybersecurity
J_002321,Mid,Healthcare
J_002322,Junior,Healthcare
J_002323,Junior,Logistics
J_002324,Senior,Healthcare
J_002325,Junior,Logistics
J_002326,Junior,Healthcare
J_002327,Junior,Healthcare
J_002328,Senior,Retail
J_002329,Junior,SaaS
J_002330,Junior,Retail
J_002331,Senior,EdTech
J_002332,Mid,Healthcare
J_002333,Senior,EdTech
J_002334,Junior,Retail
J_002335,Mid,FinTech
J_002336,Senior,Healthcare
J_002337,Senior,Retail
J_002338,Junior,Travel
J_002339,Junior,Travel
J_002340,Mid,Healthcare
J_002341,Junior,Travel
J_002342,Mid,SaaS
J_002343,Senior,SaaS
J_002344,Senior,Logistics
J_002345,Senior,Gaming
J_002346,Mid,EdTech
J_002347,Junior,EdTech
J_002348,Mid,FinTech
J_002349,Mid,Travel
J_002350,Junior,Gaming
J_002351,Junior,SaaS
J_002352,Junior,Logistics
J_002353,Senior,Healthcare
J_002354,Junior,EdTech
J_002355,Senior,SaaS
J_002356,Mid,FinTech
J_002357,Mid,SaaS
J_002358,Senior,Healthcare
J_002359,Senior,E-commerce
J_002360,Senior,EdTech
J_002361,Senior,Cybersecurity
J_002362,Junior,EdTech
J_002363,Mid,Gaming
J_002364,Senior,Retail
J_002365,Senior,Retail
J_002366,Mid,Travel
J_002367,Junior,SaaS
J_002368,Senior,FinTech
J_002369,Junior,SaaS
J_002370,Senior,SaaS
J_002371,Mid,Travel
J_002372,Mid,E-commerce
J_002373,Junior,Gaming
J_002374,Mid,Healthcare
J_002375,Mid,SaaS
J_002376,Senior,Retail
J_002377,Mid,Retail
J_002378,Senior,Logistics
J_002379,Senior,Retail
J_002380,Senior,Logistics
J_002381,Mid,Cybersecurity
J_002382,Junior,Travel
J_002383,Junior,SaaS
J_002384,Senior,Healthcare
J_002385,Mid,FinTech
J_002386,Mid,EdTech
J_002387,Mid,Healthcare
J_002388,Senior,Retail
J_002389,Senior,Cybersecurity
J_002390,Senior,Retail
J_002391,Senior,E-commerce
J_002392,Mid,Healthcare
J_002393,Junior,SaaS
J_002394,Senior,Gaming
J_002395,Mid,FinTech
J_002396,Senior,Travel
J_002397,Mid,Cybersecurity
J_002398,Mid,Retail
J_002399,Junior,Retail
J_002400,Senior,Logistics
J_002401,Mid,Gaming
J_002402,Junior,Healthcare
J_002403,Senior,Logistics
J_002404,Junior,EdTech
J_002405,Senior,Gaming
J_002406,Senior,Gaming
J_002407,Mid,Gaming
J_002408,Senior,Travel
J_002409,Junior,EdTech
J_002410,Mid,Logistics
J_002411,Senior,FinTech
J_002412,Junior,Cybersecurity
J_002413,Mid,Travel
J_002414,Senior,E-commerce
J_002415,Junior,Gaming
J_002416,Junior,Retail
J_002417,Junior,FinTech
J_002418,Mid,Logistics
J_002419,Senior,SaaS
J_002420,Senior,Healthcare
J_002421,Mid,Cybersecurity
J_002422,Mid,FinTech
J_002423,Senior,EdTech
J_002424,Senior,Gaming
J_002425,Mid,EdTech
J_002426,Junior,Travel
J_002427,Mid,SaaS
J_002428,Mid,Gaming
J_002429,Mid,FinTech
J_002430,Senior,Retail
J_002431,Senior,EdTech
J_002432,Mid,FinTech
J_002433,Junior,Healthcare
J_002434,Junior,Healthcare
J_002435,Junior,SaaS
J_002436,Junior,Cybersecurity
J_002437,Junior,Gaming
J_002438,Senior,Cybersecurity
J_002439,Senior,Retail
J_002440,Junior,FinTech
J_002441,Junior,Logistics
J_002442,Senior,SaaS
J_002443,Junior,SaaS
J_002444,Mid,E-commerce
J_002445,Mid,EdTech
J_002446,Senior,E-commerce
J_002447,Senior,Gaming
J_002448,Mid,Healthcare
J_002449,Mid,E-commerce
J_002450,Senior,Retail
J_002451,Senior,FinTech
J_002452,Mid,E-commerce
J_002453,Senior,E-commerce
J_002454,Junior,Cybersecurity
J_002455,Mid,Gaming
J_002456,Junior,EdTech
J_002457,Junior,Logistics
J_002458,Junior,Gaming
J_002459,Mid,Logistics
J_002460,Junior,Healthcare
J_002461,Mid,Cybersecurity
J_002462,Junior,Gaming
J_002463,Junior,Gaming
J_002464,Junior,E-commerce
J_002465,Senior,Healthcare
J_002466,Junior,Travel
J_002467,Junior,Healthcare
J_002468,Junior,Healthcare
J_002469,Senior,FinTech
J_002470,Senior,Retail
J_002471,Mid,Travel
J_002472,Junior,EdTech
J_002473,Senior,EdTech
J_002474,Junior,Healthcare
J_002475,Senior,E-commerce
J_002476,Mid,Healthcare
J_002477,Mid,Logistics
J_002478,Mid,Logistics
J_002479,Junior,Healthcare
J_002480,Senior,Gaming
J_002481,Mid,Healthcare
J_002482,Junior,Retail
J_002483,Senior,Logistics
J_002484,Junior,Cybersecurity
J_002485,Senior,Cybersecurity
J_002486,Mid,FinTech
J_002487,Mid,Gaming
J_002488,Senior,Travel
J_002489,Mid,EdTech
J_002490,Senior,E-commerce
J_002491,Senior,FinTech
J_002492,Mid,E-commerce
J_002493,Senior,Retail
J_002494,Senior,Retail
J_002495,Junior,E-commerce
J_002496,Mid,FinTech
J_002497,Mid,FinTech
J_002498,Senior,FinTech
J_002499,Senior,Cybersecurity
