node_id,node_type,degree,bipartite_degree_centrality,pagerank,betweenness_approx,role,job_title,seniority,industry
R_007086,CV,7,0.0028,5.2623394663606375e-05,2.318271364392533e-05,Content Marketer,,Senior,E-commerce
R_007087,CV,10,0.004,6.549009212161837e-05,2.500192308785154e-05,Business Development Manager,,Mid,Gaming
R_007088,CV,7,0.0028,4.800613802989462e-05,7.426769718159859e-06,FP&A Analyst,,Mid,Logistics
R_007089,CV,13,0.0052,8.30659171603906e-05,8.644998088672356e-05,Software Engineer,,Junior,Travel
R_007090,CV,7,0.0028,5.000950276988282e-05,2.8905875177332828e-05,BI Analyst,,Senior,Healthcare
R_007091,CV,7,0.0028,5.123440940816529e-05,2.069416299321579e-06,Content Marketer,,Senior,SaaS
R_007092,CV,6,0.0024,4.5129307357647256e-05,7.604821184649242e-06,Software Engineer,,Junior,Travel
R_007093,CV,4,0.0016,3.584689233159082e-05,1.642178652967225e-06,Associate Product Manager,,Senior,EdTech
R_007094,CV,9,0.0036,5.789510512187068e-05,9.769694197276336e-06,Junior Accountant,,Junior,Healthcare
R_007095,CV,12,0.0048,7.724953651835035e-05,9.803569124814346e-06,Data Analyst,,Senior,Logistics
R_007096,CV,6,0.0024,4.597328744966964e-05,5.8775303164861684e-06,Content Marketer,,Senior,Cybersecurity
R_007097,CV,5,0.002,4.1764125561872296e-05,2.0218675391272124e-07,Associate Product Manager,,Senior,EdTech
R_007098,CV,0,0.0,1.2023710757614017e-05,0.0,Data Analyst,,Junior,Travel
R_007099,CV,7,0.0028,5.289542464215932e-05,5.666969492558797e-06,Product Manager,,Junior,SaaS
R_007100,CV,7,0.0028,5.1917738562564064e-05,4.330731517707483e-07,Content Marketer,,Senior,FinTech
R_007101,CV,6,0.0024,4.286972410174982e-05,5.827542929788126e-06,Junior Accountant,,Senior,Gaming
R_007102,CV,7,0.0028,4.963767499331199e-05,5.5525249158643874e-06,Sales Representative,,Junior,Cybersecurity
R_007103,CV,3,0.0012,2.8882102456260177e-05,4.5848374240166086e-06,Backend Engineer,,Mid,Healthcare
R_007104,CV,10,0.004,6.697655549413108e-05,2.1786610920107282e-05,Backend Engineer,,Senior,E-commerce
R_007105,CV,14,0.0056,8.349056689548927e-05,3.021345705031876e-06,FP&A Analyst,,Junior,FinTech
R_007106,CV,10,0.004,6.381620141929834e-05,1.632195587859883e-05,Project Manager,,Junior,Logistics
R_007107,CV,9,0.0036,5.7320721493146016e-05,3.6499962890940636e-06,Customer Success Associate,,Junior,Logistics
R_007108,CV,7,0.0028,4.8317008769734496e-05,4.185277657156569e-06,Project Manager,,Senior,EdTech
R_007109,CV,11,0.0044,7.616557622817839e-05,2.66809574763621e-05,Associate Product Manager,,Junior,FinTech
R_007110,CV,6,0.0024,4.501937787477588e-05,3.2061469995915763e-06,Backend Engineer,,Mid,Gaming
R_007111,CV,5,0.002,3.815407170876605e-05,5.873981465723282e-07,Program Coordinator,,Mid,E-commerce
R_007112,CV,11,0.0044,7.259644337431131e-05,1.1719635945047417e-06,Full Stack Engineer,,Mid,Logistics
R_007113,CV,11,0.0044,7.143217046844507e-05,6.319903389547196e-06,Business Development Manager,,Mid,Logistics
R_007114,CV,2,0.0008,2.2361120741144274e-05,1.046572469974658e-08,Customer Support Specialist,,Junior,Retail
R_007115,CV,6,0.0024,4.7364072429536506e-05,2.765944770245765e-07,Technical Product Manager,,Mid,Travel
R_007116,CV,9,0.0036,5.7712556116008514e-05,1.1621301927516015e-06,Financial Analyst,,Senior,Retail
R_007117,CV,8,0.0032,5.4705076553142425e-05,1.912926034230358e-05,Account Executive,,Mid,Gaming
R_007118,CV,8,0.0032,5.514547102217164e-05,2.636219558989782e-07,BI Analyst,,Junior,Retail
R_007119,CV,17,0.0068,0.00010016814301436837,0.00012672890238416159,Project Manager,,Mid,E-commerce
R_007120,CV,13,0.0052,7.994922289827859e-05,5.460787887826558e-06,Project Manager,,Junior,FinTech
R_007121,CV,4,0.0016,3.4368804158248014e-05,1.0968551856486156e-07,Data Analyst,,Junior,E-commerce
R_007122,CV,5,0.002,4.0148347390075374e-05,4.2797034947499164e-06,Content Marketer,,Junior,SaaS
R_007123,CV,8,0.0032,5.489318962771795e-05,8.971530528200343e-06,Data Analyst,,Junior,EdTech
R_007124,CV,6,0.0024,4.266696412529469e-05,1.7426287372906536e-07,Customer Support Specialist,,Junior,Retail
R_007125,CV,6,0.0024,4.697684077414619e-05,2.0147229395045016e-07,Associate Product Manager,,Mid,EdTech
R_007126,CV,5,0.002,3.9260970974331523e-05,5.630467536827232e-06,Data Analyst,,Senior,FinTech
R_007127,CV,11,0.0044,7.413534970407365e-05,2.544002329387231e-05,Performance Marketer,,Junior,SaaS
R_007128,CV,7,0.0028,4.968066009964275e-05,1.944082019534747e-05,Account Executive,,Junior,FinTech
R_007129,CV,13,0.0052,7.784438227489194e-05,2.7115838841089754e-05,Customer Support Specialist,,Senior,E-commerce
R_007130,CV,14,0.0056,8.296207918631737e-05,7.761779085376679e-06,Project Manager,,Mid,FinTech
R_007131,CV,8,0.0032,5.2944354380902566e-05,2.891135914405745e-05,Financial Analyst,,Senior,SaaS
R_007132,CV,9,0.0036,5.919705971438686e-05,7.694432925373823e-06,Project Manager,,Senior,Retail
R_007133,CV,9,0.0036,6.027578080076014e-05,1.490456654976526e-05,Business Development Manager,,Junior,E-commerce
R_007134,CV,9,0.0036,6.048593892126307e-05,1.3724623140730154e-05,Software Engineer,,Mid,FinTech
R_007135,CV,7,0.0028,4.74935387711522e-05,1.3269728273577603e-05,Junior Accountant,,Junior,EdTech
R_007136,CV,7,0.0028,5.155015386653111e-05,6.283586269919584e-06,Performance Marketer,,Mid,Gaming
R_007137,CV,8,0.0032,5.190450638946446e-05,3.5422907388822575e-05,Technical Support Specialist,,Junior,EdTech
R_007138,CV,12,0.0048,7.829875629419654e-05,8.361072672932707e-05,Software Engineer,,Senior,Cybersecurity
R_007139,CV,3,0.0012,2.947430110592313e-05,5.4325068464130374e-08,Performance Marketer,,Mid,EdTech
R_007140,CV,5,0.002,3.738492637635515e-05,9.44433296603231e-06,Financial Analyst,,Senior,Travel
R_007141,CV,3,0.0012,2.990250064679291e-05,1.4535262318427062e-06,Associate Product Manager,,Senior,Travel
R_007142,CV,7,0.0028,4.748315913152029e-05,9.987403024876316e-06,Customer Success Associate,,Mid,E-commerce
R_007143,CV,13,0.0052,8.258191179285712e-05,2.4511128088392475e-05,Backend Engineer,,Senior,FinTech
R_007144,CV,7,0.0028,4.7747999846232814e-05,6.913475198140982e-07,Junior Accountant,,Senior,EdTech
R_007145,CV,0,0.0,1.2023710757614017e-05,0.0,Data Analyst,,Senior,FinTech
R_007146,CV,1,0.0004,1.7322028889466223e-05,0.0,FP&A Analyst,,Senior,EdTech
R_007147,CV,8,0.0032,5.4220795716027654e-05,7.714926245502475e-06,Program Coordinator,,Junior,Travel
R_007148,CV,6,0.0024,4.534001730881123e-05,8.355951622008902e-06,Software Engineer,,Junior,E-commerce
R_007149,CV,10,0.004,6.630878266645235e-05,9.782900081764848e-06,Software Engineer,,Mid,SaaS
R_007150,CV,7,0.0028,5.290339409111935e-05,1.2256516321383098e-05,Technical Product Manager,,Junior,Cybersecurity
R_007151,CV,4,0.0016,3.2738736990278806e-05,1.0277757527327999e-07,Customer Success Associate,,Mid,EdTech
R_007152,CV,5,0.002,3.940130577008706e-05,1.8042591484686346e-06,Software Engineer,,Junior,Retail
R_007153,CV,22,0.0088,0.00014126778058793166,0.00011140431367255153,Technical Product Manager,,Junior,Retail
R_007154,CV,11,0.0044,6.865766556379627e-05,9.822062026662327e-06,FP&A Analyst,,Junior,Gaming
R_007155,CV,8,0.0032,5.805378596290154e-05,1.562252749908592e-05,Marketing Manager,,Junior,Gaming
R_007156,CV,4,0.0016,3.280934501776227e-05,6.040381894039008e-08,Program Coordinator,,Junior,Cybersecurity
R_007157,CV,4,0.0016,3.3654886209654895e-05,1.924561900755918e-06,BI Analyst,,Junior,EdTech
R_007158,CV,8,0.0032,5.511171987762143e-05,1.3354386940265566e-05,Data Analyst,,Junior,Logistics
R_007159,CV,6,0.0024,4.451582526757116e-05,3.404790609839056e-06,Business Analyst,,Mid,Retail
R_007160,CV,3,0.0012,2.826788052681074e-05,3.830665479052272e-08,Sales Representative,,Junior,Healthcare
R_007161,CV,3,0.0012,2.8771368563813495e-05,4.0858814585001415e-08,Backend Engineer,,Junior,Retail
R_007162,CV,6,0.0024,4.4220391782262225e-05,3.3404551917379273e-06,Data Analyst,,Junior,Retail
R_007163,CV,4,0.0016,3.3716406363420575e-05,7.114336215346075e-06,Software Engineer,,Mid,EdTech
R_007164,CV,6,0.0024,4.393646587158645e-05,1.2079936832899692e-05,Sales Representative,,Mid,Healthcare
R_007165,CV,9,0.0036,6.032971519037931e-05,1.7264390430463878e-05,Account Executive,,Mid,SaaS
R_007166,CV,5,0.002,4.004860251856407e-05,1.2832399862281517e-07,Marketing Manager,,Junior,Healthcare
R_007167,CV,5,0.002,4.0128886748453575e-05,1.9022944616067954e-07,Performance Marketer,,Junior,EdTech
R_007168,CV,6,0.0024,4.630733042770629e-05,4.03907732029025e-06,Performance Marketer,,Senior,Cybersecurity
R_007169,CV,1,0.0004,1.7403130926415017e-05,0.0,FP&A Analyst,,Senior,Retail
R_007170,CV,5,0.002,3.7759103493794205e-05,1.0109204868289935e-07,Operations Manager,,Senior,E-commerce
R_007171,CV,9,0.0036,5.744505045415939e-05,1.074542985390072e-05,Customer Support Specialist,,Senior,Cybersecurity
R_007172,CV,5,0.002,3.8176736143085686e-05,2.1153664401251706e-07,Operations Manager,,Senior,FinTech
R_007173,CV,8,0.0032,5.743165014783418e-05,1.605712397559049e-05,Marketing Manager,,Mid,E-commerce
R_007174,CV,8,0.0032,5.25948254172852e-05,1.13540682558664e-06,Financial Analyst,,Mid,Retail
R_007175,CV,9,0.0036,6.475248282627501e-05,4.449327128301913e-06,Technical Product Manager,,Junior,Logistics
R_007176,CV,11,0.0044,7.655228687338243e-05,7.512808221180091e-05,Product Manager,,Senior,Healthcare
R_007177,CV,6,0.0024,4.445086984934152e-05,1.771980251716069e-05,Data Analyst,,Senior,EdTech
R_007178,CV,13,0.0052,7.804837620439478e-05,2.792818260600669e-06,Financial Analyst,,Mid,Gaming
R_007179,CV,9,0.0036,6.108266997063101e-05,1.029195897281529e-05,Full Stack Engineer,,Mid,Travel
R_007180,CV,6,0.0024,4.260295412454667e-05,4.48529284597307e-06,Technical Support Specialist,,Senior,Retail
R_007181,CV,10,0.004,6.587805513656144e-05,1.0200562427214268e-05,Backend Engineer,,Senior,Gaming
R_007182,CV,10,0.004,6.724835785440978e-05,5.3061459553570395e-06,Backend Engineer,,Senior,Travel
R_007183,CV,5,0.002,3.9285913091917276e-05,4.1189329673824476e-06,BI Analyst,,Senior,Gaming
R_007184,CV,10,0.004,7.095532889285807e-05,1.13726772564149e-05,Product Manager,,Junior,FinTech
R_007185,CV,4,0.0016,3.463720638657336e-05,3.137818736556357e-08,Content Marketer,,Senior,FinTech
R_007186,CV,6,0.0024,4.749050272119969e-05,5.9916892426362305e-06,Technical Product Manager,,Mid,Healthcare
R_007187,CV,5,0.002,3.7825290900624625e-05,2.046620278844786e-05,Financial Analyst,,Senior,Retail
R_007188,CV,2,0.0008,2.279098562624432e-05,2.1515609564450864e-08,Business Development Manager,,Junior,SaaS
R_007189,CV,4,0.0016,3.2495359519010983e-05,1.3852307230001375e-05,Customer Support Specialist,,Mid,EdTech
R_007190,CV,10,0.004,6.432959641460485e-05,7.223684987003932e-07,Project Manager,,Junior,Logistics
R_007191,CV,3,0.0012,2.824510224105793e-05,9.939478515320215e-09,Data Analyst,,Senior,Gaming
R_007192,CV,11,0.0044,6.901463165763527e-05,0.00024581537192400123,Program Coordinator,,Junior,Healthcare
R_007193,CV,6,0.0024,4.2840566823044925e-05,8.750613340119595e-06,Customer Success Associate,,Mid,Travel
R_007194,CV,6,0.0024,4.445513601902231e-05,5.4229234961299e-06,Business Analyst,,Mid,Retail
R_007195,CV,10,0.004,6.251355272484727e-05,9.669119849734543e-06,Technical Support Specialist,,Junior,EdTech
R_007196,CV,12,0.0048,7.32379912682646e-05,9.40393309827296e-06,Customer Support Specialist,,Junior,Healthcare
R_007197,CV,5,0.002,3.8793802467623316e-05,1.9390069451827982e-05,Account Executive,,Senior,Retail
R_007198,CV,16,0.0064,9.488252512835553e-05,0.00029370876176206136,Operations Manager,,Junior,EdTech
R_007199,CV,3,0.0012,2.8896303785760106e-05,6.521881592194649e-08,BI Analyst,,Junior,FinTech
R_007200,CV,6,0.0024,4.232793094553375e-05,3.8191973192508775e-06,Customer Success Associate,,Mid,Logistics
R_007201,CV,8,0.0032,5.972124578068608e-05,4.892339625468668e-07,Associate Product Manager,,Junior,Healthcare
R_007202,CV,4,0.0016,3.364679750696624e-05,5.205461724939079e-06,Business Development Manager,,Junior,SaaS
R_007203,CV,15,0.006,9.430118757946157e-05,0.00012318758200977785,Software Engineer,,Senior,Travel
R_007204,CV,16,0.0064,9.788479737973476e-05,5.176548885162583e-05,Business Analyst,,Mid,Healthcare
R_007205,CV,5,0.002,3.727662174420109e-05,2.969689591442963e-07,Junior Accountant,,Mid,Logistics
R_007206,CV,6,0.0024,4.3550583366553626e-05,3.862322277768572e-06,Account Executive,,Mid,Logistics
R_007207,CV,2,0.0008,2.2719884953850546e-05,2.3657675971523055e-08,Business Development Manager,,Junior,FinTech
R_007208,CV,7,0.0028,4.755657242150518e-05,2.3013075305605973e-07,Customer Support Specialist,,Junior,E-commerce
R_007209,CV,9,0.0036,6.490204457615453e-05,1.2072596983313704e-05,Associate Product Manager,,Junior,Retail
R_007210,CV,11,0.0044,7.555250905263824e-05,2.9216615401521916e-05,Product Manager,,Senior,E-commerce
R_007211,CV,10,0.004,6.331126111627334e-05,1.5980242104779112e-06,Junior Accountant,,Mid,Logistics
R_007212,CV,7,0.0028,5.066268793173597e-05,1.8600993970311126e-05,Backend Engineer,,Mid,E-commerce
R_007213,CV,5,0.002,3.875230139121728e-05,7.363909433233385e-08,BI Analyst,,Senior,SaaS
R_007214,CV,7,0.0028,4.955437407280026e-05,1.684814095365084e-05,Data Analyst,,Mid,Gaming
R_007215,CV,7,0.0028,4.770031510410871e-05,3.192155996090417e-05,FP&A Analyst,,Junior,E-commerce
R_007216,CV,2,0.0008,2.3099543533894268e-05,5.6512659036999e-07,Account Executive,,Mid,Logistics
R_007217,CV,14,0.0056,8.937843089626784e-05,2.053315964158514e-05,Backend Engineer,,Senior,Travel
R_007218,CV,1,0.0004,1.784249136878198e-05,0.0,Content Marketer,,Senior,Retail
R_007219,CV,6,0.0024,4.4454789279959666e-05,2.2941986902759612e-07,Business Development Manager,,Mid,Gaming
R_007220,CV,13,0.0052,7.794733020779003e-05,1.3177558488540417e-05,Financial Analyst,,Senior,SaaS
R_007221,CV,12,0.0048,7.607979883526184e-05,1.0520214312158747e-05,Account Executive,,Senior,Gaming
R_007222,CV,4,0.0016,3.276461890266817e-05,1.5466764636367093e-07,Operations Manager,,Senior,Retail
R_007223,CV,2,0.0008,2.2448706086560462e-05,8.164571637584463e-09,Technical Support Specialist,,Junior,Healthcare
R_007224,CV,3,0.0012,2.7778889726003597e-05,4.746534959983872e-08,Customer Support Specialist,,Mid,Healthcare
R_007225,CV,7,0.0028,5.0306144289814454e-05,1.7160796476020237e-05,BI Analyst,,Mid,Logistics
R_007226,CV,6,0.0024,4.736489786570803e-05,2.7859613307806057e-07,Product Manager,,Senior,Logistics
R_007227,CV,7,0.0028,5.0286950834894245e-05,3.109288821492074e-06,Backend Engineer,,Senior,Healthcare
R_007228,CV,4,0.0016,3.339107239675045e-05,1.4473222901730074e-07,Account Executive,,Senior,Logistics
R_007229,CV,7,0.0028,4.9164724785263537e-05,4.2048036841869454e-05,Business Development Manager,,Junior,Travel
R_007230,CV,7,0.0028,4.8465809196925115e-05,4.557699357727048e-06,Project Manager,,Junior,Healthcare
R_007231,CV,6,0.0024,4.198801031250316e-05,1.8105107452209573e-07,Customer Support Specialist,,Junior,SaaS
R_007232,CV,2,0.0008,2.3310666372305824e-05,9.060792865354476e-07,Content Marketer,,Mid,Retail
R_007233,CV,7,0.0028,5.274071141448342e-05,1.293923185181778e-05,Technical Product Manager,,Senior,Logistics
R_007234,CV,9,0.0036,6.242038729971843e-05,5.300179380742049e-05,Performance Marketer,,Junior,E-commerce
R_007235,CV,6,0.0024,4.781616591967319e-05,1.8311570847725683e-07,Associate Product Manager,,Mid,E-commerce
R_007236,CV,7,0.0028,5.0019173818160945e-05,9.325469316704537e-06,Software Engineer,,Senior,EdTech
R_007237,CV,8,0.0032,5.501502858436262e-05,1.3498341229383212e-05,Data Analyst,,Junior,Gaming
R_007238,CV,5,0.002,3.946082125040876e-05,3.859753676298232e-06,Backend Engineer,,Junior,EdTech
R_007239,CV,2,0.0008,2.299390206389541e-05,4.495101238670097e-09,BI Analyst,,Senior,Logistics
R_007240,CV,1,0.0004,1.7896809442247824e-05,0.0,Marketing Manager,,Junior,Healthcare
R_007241,CV,5,0.002,3.997744609225187e-05,1.680853827797537e-05,Full Stack Engineer,,Junior,Cybersecurity
R_007242,CV,11,0.0044,6.785575408909928e-05,1.786936870532856e-06,Junior Accountant,,Senior,FinTech
R_007243,CV,12,0.0048,7.3221515003182e-05,2.4606489661142666e-06,Financial Analyst,,Senior,EdTech
R_007244,CV,8,0.0032,5.7143974491186216e-05,4.940512492023329e-06,Performance Marketer,,Mid,Travel
R_007245,CV,7,0.0028,4.9672668890562935e-05,7.609198359083513e-06,Account Executive,,Senior,Cybersecurity
R_007246,CV,12,0.0048,7.397811243961836e-05,6.852393676046018e-06,Operations Manager,,Junior,Logistics
R_007247,CV,5,0.002,4.1547517438779e-05,1.281430526116265e-07,Associate Product Manager,,Senior,Cybersecurity
R_007248,CV,3,0.0012,2.9221322088521263e-05,2.3091973306541052e-06,Performance Marketer,,Mid,FinTech
R_007249,CV,4,0.0016,3.394083155930743e-05,3.994245903387987e-06,Full Stack Engineer,,Junior,Retail
R_007250,CV,14,0.0056,8.249523188528177e-05,2.1834296451636583e-05,Customer Support Specialist,,Senior,SaaS
R_007251,CV,8,0.0032,5.508437971002237e-05,1.6441017024704946e-05,Business Analyst,,Senior,Cybersecurity
R_007252,CV,12,0.0048,7.785798370591363e-05,1.0457335987227455e-05,Backend Engineer,,Junior,Logistics
R_007253,CV,11,0.0044,7.11881535862728e-05,3.2326890517320395e-05,Data Analyst,,Senior,SaaS
R_007254,CV,12,0.0048,7.50591248154046e-05,7.76770749601528e-05,Project Manager,,Junior,E-commerce
R_007255,CV,5,0.002,4.140951593100219e-05,1.3863528523767682e-05,Technical Product Manager,,Mid,Logistics
R_007256,CV,15,0.006,8.87515813602154e-05,1.7061484556889623e-05,FP&A Analyst,,Junior,EdTech
R_007257,CV,5,0.002,3.800267865723468e-05,1.1180786406736795e-07,Technical Support Specialist,,Mid,Retail
R_007258,CV,2,0.0008,2.260761071250229e-05,9.71454084577203e-07,Operations Manager,,Senior,SaaS
R_007259,CV,9,0.0036,6.405106891332604e-05,5.688397253892492e-06,Associate Product Manager,,Mid,Gaming
R_007260,CV,8,0.0032,5.676042525958915e-05,3.4133486814502237e-06,Performance Marketer,,Senior,Cybersecurity
R_007261,CV,9,0.0036,5.7667968327148786e-05,2.421086512029926e-05,Technical Support Specialist,,Mid,E-commerce
R_007262,CV,4,0.0016,3.574560886109398e-05,6.982713403605094e-08,Product Manager,,Senior,FinTech
R_007263,CV,13,0.0052,8.303039354962648e-05,2.157096035137622e-05,Backend Engineer,,Mid,EdTech
R_007264,CV,11,0.0044,7.370366529642781e-05,4.750673150401859e-05,Marketing Manager,,Junior,E-commerce
R_007265,CV,12,0.0048,8.169874865199114e-05,2.6413311344821594e-05,Product Manager,,Mid,Retail
R_007266,CV,11,0.0044,7.365405081237922e-05,2.687323738066726e-05,Marketing Manager,,Senior,Retail
R_007267,CV,4,0.0016,3.2736612669717917e-05,2.8414868315895383e-06,Operations Manager,,Senior,Cybersecurity
R_007268,CV,7,0.0028,4.9233122490257975e-05,1.5472468604394593e-05,Business Development Manager,,Junior,SaaS
R_007269,CV,7,0.0028,4.837309994419798e-05,7.037710506560314e-06,FP&A Analyst,,Senior,Retail
R_007270,CV,11,0.0044,7.172421840738362e-05,0.00011880464751130304,Sales Representative,,Junior,Retail
R_007271,CV,7,0.0028,4.809969074439851e-05,1.0519208055670718e-06,Financial Analyst,,Junior,Cybersecurity
R_007272,CV,8,0.0032,5.3531071543523926e-05,1.349875037517169e-06,Junior Accountant,,Senior,Logistics
R_007273,CV,9,0.0036,5.97145641573465e-05,6.4662443528598816e-06,Business Development Manager,,Mid,EdTech
R_007274,CV,6,0.0024,4.276579561154919e-05,3.766309485064026e-06,Customer Success Associate,,Junior,Travel
R_007275,CV,17,0.0068,9.864691884252509e-05,5.25023555589518e-06,Financial Analyst,,Mid,Gaming
R_007276,CV,3,0.0012,2.9034876256490816e-05,1.17037260005022e-06,Content Marketer,,Junior,Gaming
R_007277,CV,10,0.004,7.063457588102576e-05,1.6414504278045457e-05,Product Manager,,Junior,Gaming
R_007278,CV,10,0.004,6.724953463152618e-05,5.773868610253778e-05,Backend Engineer,,Senior,Cybersecurity
R_007279,CV,8,0.0032,5.532800638196536e-05,5.347829071902087e-06,Business Analyst,,Junior,Gaming
R_007280,CV,5,0.002,3.8063200486890284e-05,4.012744749254755e-06,Program Coordinator,,Senior,Retail
R_007281,CV,5,0.002,4.072123810134471e-05,1.115497422904734e-05,Performance Marketer,,Senior,EdTech
R_007282,CV,5,0.002,3.9690496960871205e-05,7.670472168717969e-08,Business Analyst,,Senior,FinTech
R_007283,CV,4,0.0016,3.6158234746235574e-05,2.1514301078938856e-06,Associate Product Manager,,Mid,Travel
R_007284,CV,4,0.0016,3.467803907943254e-05,1.0492304522870327e-07,Content Marketer,,Mid,E-commerce
R_007285,CV,6,0.0024,4.38202583014998e-05,2.4555318005464024e-05,Project Manager,,Mid,SaaS
R_007286,CV,16,0.0064,0.00010220953517608041,5.065065537154746e-05,Marketing Manager,,Senior,Travel
R_007287,CV,13,0.0052,7.835811000013447e-05,3.2854806958923917e-06,Financial Analyst,,Senior,SaaS
R_007288,CV,7,0.0028,4.7895583036512646e-05,5.964612508772701e-06,Junior Accountant,,Mid,EdTech
R_007289,CV,8,0.0032,5.3006137988892055e-05,8.607868411170137e-07,FP&A Analyst,,Mid,E-commerce
R_007290,CV,9,0.0036,5.86952210285154e-05,5.347991906087967e-06,Program Coordinator,,Junior,Logistics
R_007291,CV,1,0.0004,1.8207839537493917e-05,0.0,Product Manager,,Mid,SaaS
R_007292,CV,11,0.0044,7.47977343332831e-05,0.00010545180676069203,Content Marketer,,Junior,Healthcare
R_007293,CV,5,0.002,4.1514387836251954e-05,2.527547500966985e-06,Associate Product Manager,,Mid,Cybersecurity
R_007294,CV,14,0.0056,8.680717282397648e-05,3.276272701770815e-05,Account Executive,,Mid,Healthcare
R_007295,CV,9,0.0036,5.8879195363092196e-05,6.336892871313587e-06,Program Coordinator,,Mid,Gaming
R_007296,CV,9,0.0036,5.880530780948062e-05,5.881107012904877e-05,Operations Manager,,Senior,FinTech
R_007297,CV,4,0.0016,3.438474731124634e-05,3.9680317096632875e-06,Data Analyst,,Junior,SaaS
R_007298,CV,8,0.0032,5.830143125088865e-05,2.5815424249436006e-05,Associate Product Manager,,Junior,Gaming
R_007299,CV,11,0.0044,7.660636591152736e-05,2.478646153022313e-05,Product Manager,,Senior,Travel
R_007300,CV,8,0.0032,5.4869686015544114e-05,1.2707597980708784e-05,BI Analyst,,Mid,EdTech
R_007301,CV,7,0.0028,4.755456024799892e-05,0.0001692564228233832,Junior Accountant,,Mid,Cybersecurity
R_007302,CV,3,0.0012,2.8263461473630444e-05,1.6024278897956934e-06,Business Analyst,,Mid,FinTech
R_007303,CV,3,0.0012,2.8208732798613e-05,3.759737258018879e-08,Account Executive,,Junior,SaaS
R_007304,CV,17,0.0068,0.0001109245208007188,4.0349482520856986e-05,Associate Product Manager,,Mid,E-commerce
R_007305,CV,9,0.0036,6.075193069847593e-05,2.8317995033032132e-05,Sales Representative,,Junior,Retail
R_007306,CV,10,0.004,6.37229024834561e-05,7.887850841378622e-06,Operations Manager,,Senior,Retail
R_007307,CV,5,0.002,3.912096596622063e-05,3.640976010204425e-06,Account Executive,,Junior,Retail
R_007308,CV,10,0.004,6.565945801953546e-05,1.909660028260848e-05,Account Executive,,Junior,Logistics
R_007309,CV,14,0.0056,8.384821063698939e-05,5.996585174098599e-05,Customer Success Associate,,Junior,Retail
R_007310,CV,4,0.0016,3.2781780766446365e-05,3.4335745509285423e-06,Customer Success Associate,,Senior,Healthcare
R_007311,CV,12,0.0048,7.437995891002788e-05,1.920968876513745e-05,Program Coordinator,,Senior,Gaming
R_007312,CV,10,0.004,6.329578210585058e-05,3.936293958685224e-06,Customer Success Associate,,Senior,SaaS
R_007313,CV,11,0.0044,7.19205619035098e-05,1.2582323483731188e-05,Full Stack Engineer,,Senior,Travel
R_007314,CV,5,0.002,3.810071634246969e-05,4.089192576506622e-07,FP&A Analyst,,Mid,SaaS
R_007315,CV,5,0.002,3.827411962788949e-05,7.03183870756162e-05,Operations Manager,,Senior,Cybersecurity
R_007316,CV,8,0.0032,5.563873513824921e-05,4.546750073148535e-05,BI Analyst,,Senior,E-commerce
R_007317,CV,9,0.0036,6.0002705595901517e-05,3.715603462534099e-05,Account Executive,,Junior,Cybersecurity
R_007318,CV,5,0.002,3.8603995956827667e-05,8.46409572775588e-08,BI Analyst,,Junior,Cybersecurity
R_007319,CV,9,0.0036,5.88036742235817e-05,5.441091421697949e-06,Program Coordinator,,Junior,Retail
R_007320,CV,7,0.0028,5.019126756408542e-05,1.3219616416002526e-05,BI Analyst,,Junior,EdTech
R_007321,CV,6,0.0024,4.3299883488332704e-05,6.233646892898743e-06,Junior Accountant,,Senior,Healthcare
R_007322,CV,5,0.002,3.727451817179571e-05,1.3003689862283629e-07,Technical Support Specialist,,Junior,Retail
R_007323,CV,8,0.0032,5.324407812885665e-05,9.733078012195235e-07,FP&A Analyst,,Senior,Cybersecurity
R_007324,CV,4,0.0016,3.447189182931178e-05,8.895581237587678e-06,Sales Representative,,Mid,Travel
R_007325,CV,5,0.002,3.917944190433671e-05,1.8797845114582584e-07,Software Engineer,,Senior,Logistics
R_007326,CV,7,0.0028,5.076671725940185e-05,2.3846735777432267e-07,Business Analyst,,Mid,E-commerce
R_007327,CV,8,0.0032,5.6099155729332966e-05,5.653660454417155e-06,Software Engineer,,Junior,Logistics
R_007328,CV,4,0.0016,3.5147887334789136e-05,8.990642437764042e-08,Product Manager,,Mid,Retail
R_007329,CV,17,0.0068,9.902700493271046e-05,1.852910357613835e-05,Financial Analyst,,Senior,Cybersecurity
R_007330,CV,6,0.0024,4.3042977700150975e-05,4.329599264853905e-05,Program Coordinator,,Junior,SaaS
R_007331,CV,11,0.0044,7.114792421416915e-05,3.7904607157831064e-06,Full Stack Engineer,,Mid,Gaming
R_007332,CV,6,0.0024,4.709475473171423e-05,1.4910246691363984e-07,Product Manager,,Junior,SaaS
R_007333,CV,2,0.0008,2.315958820735767e-05,0.0,Business Development Manager,,Mid,EdTech
R_007334,CV,4,0.0016,3.4047635348393804e-05,3.167951994334817e-08,Backend Engineer,,Junior,Cybersecurity
R_007335,CV,4,0.0016,3.375922769305965e-05,6.626915639242871e-06,Account Executive,,Junior,Travel
R_007336,CV,10,0.004,6.361533102650718e-05,1.0212456425955509e-05,Financial Analyst,,Senior,Travel
R_007337,CV,5,0.002,3.9437138864492356e-05,5.175084616512763e-08,Business Analyst,,Senior,Gaming
