node_id,node_type,community_global,role,job_title,seniority,industry
R_007356,CV,5,Marketing Manager,,Junior,E-commerce
R_007357,CV,6,Project Manager,,Junior,SaaS
R_007358,CV,2,Product Manager,,Junior,Retail
R_007359,CV,4,Sales Representative,,Junior,Healthcare
R_007360,CV,7,Customer Success Associate,,Senior,FinTech
R_007361,CV,0,Full Stack Engineer,,Junior,Gaming
R_007362,CV,0,Software Engineer,,Junior,E-commerce
R_007363,CV,3,Business Analyst,,Junior,SaaS
R_007364,CV,7,Customer Support Specialist,,Senior,E-commerce
R_007365,CV,2,Technical Product Manager,,Senior,FinTech
R_007366,CV,4,Account Executive,,Mid,Travel
R_007367,CV,6,Program Coordinator,,Mid,Cybersecurity
R_007368,CV,1,Financial Analyst,,Junior,Travel
R_007369,CV,6,Program Coordinator,,Junior,EdTech
R_007370,CV,0,Full Stack Engineer,,Junior,EdTech
R_007371,CV,7,Technical Support Specialist,,Junior,Logistics
R_007372,CV,2,Associate Product Manager,,Junior,FinTech
R_007373,CV,3,BI Analyst,,Junior,Travel
R_007374,CV,1,Junior Accountant,,Senior,Travel
R_007375,CV,7,Customer Support Specialist,,Senior,FinTech
R_007376,CV,6,Operations Manager,,Mid,Logistics
R_007377,CV,0,Full Stack Engineer,,Senior,E-commerce
R_007378,CV,7,Customer Success Associate,,Mid,Gaming
R_007379,CV,2,Product Manager,,Mid,Travel
R_007380,CV,6,Program Coordinator,,Mid,Cybersecurity
R_007381,CV,4,Business Development Manager,,Junior,E-commerce
R_007382,CV,4,Business Development Manager,,Mid,Retail
R_007383,CV,2,Technical Product Manager,,Mid,EdTech
R_007384,CV,4,Business Development Manager,,Mid,Travel
R_007385,CV,0,Backend Engineer,,Senior,E-commerce
R_007386,CV,6,Operations Manager,,Junior,SaaS
R_007387,CV,6,Project Manager,,Senior,Healthcare
R_007388,CV,3,BI Analyst,,Junior,E-commerce
R_007389,CV,7,Technical Support Specialist,,Junior,FinTech
R_007390,CV,4,Account Executive,,Junior,Healthcare
R_007391,CV,0,Full Stack Engineer,,Junior,Healthcare
R_007392,CV,4,Account Executive,,Junior,Cybersecurity
R_007393,CV,0,Software Engineer,,Senior,Cybersecurity
R_007394,CV,2,Product Manager,,Senior,Retail
R_007395,CV,0,Software Engineer,,Mid,Logistics
R_007396,CV,7,Customer Support Specialist,,Mid,SaaS
R_007397,CV,4,Account Executive,,Senior,E-commerce
R_007398,CV,2,Associate Product Manager,,Junior,Retail
R_007399,CV,7,Customer Success Associate,,Mid,EdTech
R_007400,CV,5,Marketing Manager,,Junior,E-commerce
R_007401,CV,4,Account Executive,,Senior,Healthcare
R_007402,CV,2,Technical Product Manager,,Senior,FinTech
R_007403,CV,6,Project Manager,,Junior,Gaming
R_007404,CV,3,Data Analyst,,Mid,Travel
R_007405,CV,5,Content Marketer,,Mid,Retail
R_007406,CV,2,Product Manager,,Mid,E-commerce
R_007407,CV,4,Business Development Manager,,Junior,Travel
R_007408,CV,0,Full Stack Engineer,,Junior,SaaS
R_007409,CV,7,Customer Support Specialist,,Mid,Gaming
R_007410,CV,7,Customer Support Specialist,,Mid,Healthcare
R_007411,CV,5,Performance Marketer,,Junior,SaaS
R_007412,CV,3,Business Analyst,,Mid,SaaS
R_007413,CV,5,Content Marketer,,Senior,SaaS
R_007414,CV,6,Program Coordinator,,Junior,EdTech
R_007415,CV,1,Junior Accountant,,Mid,Logistics
R_007416,CV,2,Technical Product Manager,,Senior,Logistics
R_007417,CV,6,Operations Manager,,Mid,Healthcare
R_007418,CV,2,Associate Product Manager,,Senior,Retail
R_007419,CV,1,FP&A Analyst,,Senior,FinTech
R_007420,CV,0,Backend Engineer,,Senior,Retail
R_007421,CV,0,Full Stack Engineer,,Junior,EdTech
R_007422,CV,6,Project Manager,,Junior,SaaS
R_007423,CV,2,Product Manager,,Mid,Logistics
R_007424,CV,0,Software Engineer,,Senior,Travel
R_007425,CV,7,Customer Support Specialist,,Mid,Retail
R_007426,CV,7,Customer Support Specialist,,Junior,FinTech
R_007427,CV,1,FP&A Analyst,,Mid,Healthcare
R_007428,CV,0,Software Engineer,,Mid,Travel
R_007429,CV,6,Program Coordinator,,Senior,SaaS
R_007430,CV,4,Business Development Manager,,Junior,Logistics
R_007431,CV,4,Sales Representative,,Junior,Retail
R_007432,CV,7,Technical Support Specialist,,Senior,Gaming
R_007433,CV,7,Customer Support Specialist,,Junior,E-commerce
R_007434,CV,3,Data Analyst,,Junior,E-commerce
R_007435,CV,5,Content Marketer,,Junior,EdTech
R_007436,CV,3,Business Analyst,,Senior,E-commerce
R_007437,CV,4,Sales Representative,,Mid,Retail
R_007438,CV,5,Marketing Manager,,Mid,Cybersecurity
R_007439,CV,5,Performance Marketer,,Senior,Logistics
R_007440,CV,5,Marketing Manager,,Mid,Logistics
R_007441,CV,3,Business Analyst,,Junior,EdTech
R_007442,CV,2,Product Manager,,Junior,EdTech
R_007443,CV,3,BI Analyst,,Mid,Retail
R_007444,CV,1,Financial Analyst,,Mid,EdTech
R_007445,CV,3,Business Analyst,,Mid,Retail
R_007446,CV,2,Associate Product Manager,,Senior,Gaming
R_007447,CV,1,FP&A Analyst,,Junior,Gaming
R_007448,CV,3,Data Analyst,,Junior,Healthcare
R_007449,CV,0,Software Engineer,,Mid,Cybersecurity
R_007450,CV,6,Program Coordinator,,Junior,Logistics
R_007451,CV,6,Project Manager,,Mid,Logistics
R_007452,CV,2,Product Manager,,Mid,Gaming
R_007453,CV,2,Product Manager,,Junior,EdTech
R_007454,CV,6,Operations Manager,,Mid,Cybersecurity
R_007455,CV,0,Backend Engineer,,Junior,Cybersecurity
R_007456,CV,2,Technical Product Manager,,Mid,EdTech
R_007457,CV,7,Customer Success Associate,,Senior,Logistics
R_007458,CV,0,Software Engineer,,Senior,Retail
R_007459,CV,3,Data Analyst,,Junior,Healthcare
R_007460,CV,1,Junior Accountant,,Mid,E-commerce
R_007461,CV,0,Full Stack Engineer,,Senior,Gaming
R_007462,CV,5,Content Marketer,,Mid,Travel
R_007463,CV,6,Project Manager,,Junior,Logistics
R_007464,CV,5,Performance Marketer,,Junior,SaaS
R_007465,CV,6,Program Coordinator,,Mid,EdTech
R_007466,CV,3,Business Analyst,,Mid,Retail
R_007467,CV,1,Financial Analyst,,Senior,Retail
R_007468,CV,7,Technical Support Specialist,,Mid,Travel
R_007469,CV,2,Technical Product Manager,,Senior,Cybersecurity
R_007470,CV,4,Account Executive,,Senior,Cybersecurity
R_007471,CV,0,Backend Engineer,,Mid,EdTech
R_007472,CV,2,Associate Product Manager,,Senior,Healthcare
R_007473,CV,2,Associate Product Manager,,Junior,Gaming
R_007474,CV,4,Business Development Manager,,Senior,Logistics
R_007475,CV,1,Financial Analyst,,Junior,FinTech
R_007476,CV,1,Junior Accountant,,Senior,Travel
R_007477,CV,3,BI Analyst,,Mid,Cybersecurity
R_007478,CV,3,Business Analyst,,Mid,Gaming
R_007479,CV,4,Sales Representative,,Senior,Travel
R_007480,CV,7,Customer Success Associate,,Senior,FinTech
R_007481,CV,0,Full Stack Engineer,,Junior,EdTech
R_007482,CV,5,Performance Marketer,,Junior,SaaS
R_007483,CV,1,FP&A Analyst,,Junior,Gaming
R_007484,CV,6,Program Coordinator,,Junior,Cybersecurity
R_007485,CV,6,Operations Manager,,Junior,Logistics
R_007486,CV,6,Project Manager,,Senior,E-commerce
R_007487,CV,3,BI Analyst,,Senior,Gaming
R_007488,CV,4,Business Development Manager,,Senior,Gaming
R_007489,CV,1,Junior Accountant,,Junior,E-commerce
R_007490,CV,4,Sales Representative,,Mid,Healthcare
R_007491,CV,29,Technical Support Specialist,,Mid,Logistics
R_007492,CV,4,Sales Representative,,Mid,Cybersecurity
R_007493,CV,6,Project Manager,,Mid,Healthcare
R_007494,CV,7,Technical Support Specialist,,Senior,Logistics
R_007495,CV,7,Technical Support Specialist,,Mid,Logistics
R_007496,CV,0,Backend Engineer,,Junior,EdTech
R_007497,CV,4,Account Executive,,Mid,Travel
R_007498,CV,6,Operations Manager,,Junior,E-commerce
R_007499,CV,0,Full Stack Engineer,,Mid,Cybersecurity
R_007500,CV,2,Associate Product Manager,,Junior,Healthcare
R_007501,CV,2,Associate Product Manager,,Junior,Cybersecurity
R_007502,CV,0,Software Engineer,,Mid,FinTech
R_007503,CV,0,Backend Engineer,,Mid,Travel
R_007504,CV,6,Operations Manager,,Junior,Retail
R_007505,CV,4,Sales Representative,,Junior,Cybersecurity
R_007506,CV,4,Sales Representative,,Senior,Travel
R_007507,CV,7,Customer Support Specialist,,Senior,E-commerce
R_007508,CV,1,FP&A Analyst,,Senior,Logistics
R_007509,CV,6,Operations Manager,,Senior,Logistics
R_007510,CV,1,FP&A Analyst,,Junior,Logistics
R_007511,CV,5,Content Marketer,,Senior,Cybersecurity
R_007512,CV,0,Backend Engineer,,Mid,Retail
R_007513,CV,6,Operations Manager,,Senior,Retail
R_007514,CV,3,Business Analyst,,Mid,E-commerce
R_007515,CV,3,Business Analyst,,Junior,E-commerce
R_007516,CV,6,Program Coordinator,,Mid,Retail
R_007517,CV,2,Associate Product Manager,,Senior,SaaS
R_007518,CV,5,Marketing Manager,,Senior,Healthcare
R_007519,CV,5,Marketing Manager,,Junior,EdTech
R_007520,CV,1,Junior Accountant,,Mid,Retail
R_007521,CV,6,Project Manager,,Senior,Healthcare
R_007522,CV,6,Program Coordinator,,Senior,Gaming
R_007523,CV,3,Data Analyst,,Senior,Gaming
R_007524,CV,1,Financial Analyst,,Mid,Logistics
R_007525,CV,6,Project Manager,,Junior,Retail
R_007526,CV,2,Technical Product Manager,,Mid,Gaming
R_007527,CV,0,Full Stack Engineer,,Junior,Gaming
R_007528,CV,0,Software Engineer,,Senior,Logistics
R_007529,CV,0,Backend Engineer,,Senior,Retail
R_007530,CV,2,Product Manager,,Mid,Retail
R_007531,CV,7,Customer Success Associate,,Senior,Retail
R_007532,CV,3,Data Analyst,,Junior,Retail
R_007533,CV,5,Performance Marketer,,Mid,E-commerce
R_007534,CV,4,Business Development Manager,,Junior,E-commerce
R_007535,CV,5,Performance Marketer,,Junior,E-commerce
R_007536,CV,0,Backend Engineer,,Senior,SaaS
R_007537,CV,0,Backend Engineer,,Mid,EdTech
R_007538,CV,6,Program Coordinator,,Junior,Retail
R_007539,CV,1,Junior Accountant,,Mid,Cybersecurity
R_007540,CV,2,Product Manager,,Senior,Retail
R_007541,CV,2,Product Manager,,Mid,Retail
R_007542,CV,1,Junior Accountant,,Mid,SaaS
R_007543,CV,0,Backend Engineer,,Junior,FinTech
R_007544,CV,3,Data Analyst,,Senior,Gaming
R_007545,CV,4,Account Executive,,Senior,Cybersecurity
R_007546,CV,6,Program Coordinator,,Mid,SaaS
R_007547,CV,0,Full Stack Engineer,,Senior,FinTech
R_007548,CV,1,FP&A Analyst,,Mid,E-commerce
R_007549,CV,3,Data Analyst,,Junior,SaaS
R_007550,CV,5,Content Marketer,,Mid,EdTech
R_007551,CV,2,Product Manager,,Senior,Logistics
R_007552,CV,5,Marketing Manager,,Junior,Gaming
R_007553,CV,5,Content Marketer,,Mid,FinTech
R_007554,CV,3,Business Analyst,,Junior,Logistics
R_007555,CV,6,Program Coordinator,,Senior,Gaming
R_007556,CV,7,Customer Support Specialist,,Senior,Retail
R_007557,CV,7,Customer Support Specialist,,Senior,EdTech
R_007558,CV,4,Account Executive,,Mid,FinTech
R_007559,CV,1,FP&A Analyst,,Senior,Travel
R_007560,CV,4,Business Development Manager,,Mid,Logistics
R_007561,CV,6,Program Coordinator,,Junior,Retail
R_007562,CV,7,Technical Support Specialist,,Mid,Cybersecurity
R_007563,CV,3,Business Analyst,,Senior,SaaS
R_007564,CV,4,Sales Representative,,Junior,EdTech
R_007565,CV,4,Sales Representative,,Senior,EdTech
R_007566,CV,2,Associate Product Manager,,Mid,EdTech
R_007567,CV,7,Customer Support Specialist,,Junior,FinTech
R_007568,CV,5,Content Marketer,,Mid,Gaming
R_007569,CV,3,Business Analyst,,Junior,Healthcare
R_007570,CV,0,Full Stack Engineer,,Senior,Cybersecurity
R_007571,CV,4,Sales Representative,,Mid,Gaming
R_007572,CV,6,Project Manager,,Junior,SaaS
R_007573,CV,3,Data Analyst,,Junior,Cybersecurity
R_007574,CV,4,Account Executive,,Junior,Healthcare
R_007575,CV,5,Content Marketer,,Mid,Logistics
R_007576,CV,7,Customer Success Associate,,Mid,Healthcare
R_007577,CV,6,Project Manager,,Junior,SaaS
R_007578,CV,6,Program Coordinator,,Senior,FinTech
R_007579,CV,1,Junior Accountant,,Junior,FinTech
R_007580,CV,2,Product Manager,,Mid,Cybersecurity
R_007581,CV,0,Backend Engineer,,Senior,Travel
R_007582,CV,7,Customer Success Associate,,Senior,Cybersecurity
R_007583,CV,2,Product Manager,,Junior,EdTech
R_007584,CV,0,Backend Engineer,,Senior,EdTech
R_007585,CV,3,Business Analyst,,Senior,Retail
R_007586,CV,5,Content Marketer,,Mid,Cybersecurity
R_007587,CV,3,BI Analyst,,Senior,Gaming
R_007588,CV,2,Technical Product Manager,,Junior,Healthcare
R_007589,CV,0,Software Engineer,,Senior,Retail
R_007590,CV,3,BI Analyst,,Junior,Travel
R_007591,CV,0,Backend Engineer,,Mid,Retail
R_007592,CV,1,FP&A Analyst,,Senior,FinTech
R_007593,CV,7,Technical Support Specialist,,Junior,EdTech
R_007594,CV,7,Technical Support Specialist,,Mid,Healthcare
R_007595,CV,0,Full Stack Engineer,,Junior,Travel
R_007596,CV,7,Technical Support Specialist,,Mid,Healthcare
R_007597,CV,3,BI Analyst,,Junior,Cybersecurity
R_007598,CV,4,Business Development Manager,,Junior,SaaS
R_007599,CV,0,Full Stack Engineer,,Junior,EdTech
R_007600,CV,0,Full Stack Engineer,,Junior,FinTech
R_007601,CV,6,Program Coordinator,,Senior,SaaS
R_007602,CV,5,Content Marketer,,Mid,SaaS
R_007603,CV,7,Customer Success Associate,,Mid,FinTech
R_007604,CV,4,Sales Representative,,Senior,Travel
R_007605,CV,5,Marketing Manager,,Mid,Healthcare
R_007606,CV,2,Associate Product Manager,,Junior,Gaming
R_007607,CV,3,BI Analyst,,Junior,Gaming
R_007608,CV,7,Customer Support Specialist,,Senior,Travel
R_007609,CV,4,Sales Representative,,Junior,Logistics
R_007610,CV,5,Performance Marketer,,Junior,Logistics
R_007611,CV,4,Account Executive,,Senior,Logistics
R_007612,CV,7,Customer Success Associate,,Mid,SaaS
R_007613,CV,7,Technical Support Specialist,,Mid,Healthcare
R_007614,CV,5,Marketing Manager,,Junior,Retail
R_007615,CV,4,Account Executive,,Senior,Travel
R_007616,CV,1,Financial Analyst,,Junior,Cybersecurity
R_007617,CV,5,Content Marketer,,Mid,FinTech
R_007618,CV,6,Project Manager,,Senior,Healthcare
R_007619,CV,5,Content Marketer,,Senior,Travel
R_007620,CV,2,Product Manager,,Junior,SaaS
R_007621,CV,4,Account Executive,,Mid,Gaming
R_007622,CV,3,Data Analyst,,Senior,Healthcare
R_007623,CV,6,Operations Manager,,Senior,SaaS
R_007624,CV,4,Sales Representative,,Junior,EdTech
R_007625,CV,0,Full Stack Engineer,,Mid,Travel
R_007626,CV,6,Program Coordinator,,Mid,Travel
R_007627,CV,2,Technical Product Manager,,Senior,Retail
R_007628,CV,1,FP&A Analyst,,Senior,E-commerce
R_007629,CV,4,Business Development Manager,,Junior,Retail
R_007630,CV,1,Junior Accountant,,Senior,FinTech
R_007631,CV,0,Backend Engineer,,Senior,Travel
R_007632,CV,6,Operations Manager,,Junior,FinTech
R_007633,CV,5,Performance Marketer,,Senior,Gaming
R_007634,CV,6,Operations Manager,,Junior,Travel
R_007635,CV,0,Software Engineer,,Mid,Gaming
R_007636,CV,4,Sales Representative,,Senior,FinTech
R_007637,CV,0,Software Engineer,,Junior,Healthcare
R_007638,CV,4,Business Development Manager,,Mid,EdTech
R_007639,CV,2,Product Manager,,Mid,EdTech
R_007640,CV,5,Performance Marketer,,Junior,EdTech
R_007641,CV,0,Backend Engineer,,Junior,Travel
R_007642,CV,4,Sales Representative,,Junior,FinTech
R_007643,CV,4,Business Development Manager,,Senior,Gaming
R_007644,CV,6,Operations Manager,,Senior,Healthcare
R_007645,CV,4,Sales Representative,,Mid,SaaS
R_007646,CV,3,Business Analyst,,Junior,EdTech
R_007647,CV,1,FP&A Analyst,,Mid,Gaming
R_007648,CV,4,Account Executive,,Mid,Retail
R_007649,CV,2,Associate Product Manager,,Junior,Healthcare
R_007650,CV,0,Software Engineer,,Senior,EdTech
R_007651,CV,3,Data Analyst,,Junior,SaaS
R_007652,CV,1,FP&A Analyst,,Junior,Logistics
R_007653,CV,5,Marketing Manager,,Senior,Logistics
R_007654,CV,7,Customer Support Specialist,,Junior,Logistics
R_007655,CV,7,Customer Support Specialist,,Junior,Healthcare
R_007656,CV,3,Business Analyst,,Junior,Healthcare
R_007657,CV,1,Junior Accountant,,Junior,Retail
R_007658,CV,3,Data Analyst,,Junior,SaaS
R_007659,CV,6,Project Manager,,Senior,SaaS
R_007660,CV,0,Backend Engineer,,Senior,SaaS
R_007661,CV,6,Project Manager,,Junior,FinTech
R_007662,CV,7,Customer Success Associate,,Junior,E-commerce
R_007663,CV,5,Marketing Manager,,Mid,Cybersecurity
R_007664,CV,0,Software Engineer,,Junior,Healthcare
R_007665,CV,5,Marketing Manager,,Senior,Healthcare
R_007666,CV,5,Content Marketer,,Junior,Healthcare
R_007667,CV,4,Account Executive,,Junior,SaaS
R_007668,CV,0,Full Stack Engineer,,Mid,Retail
R_007669,CV,1,Financial Analyst,,Junior,FinTech
R_007670,CV,2,Associate Product Manager,,Junior,Cybersecurity
R_007671,CV,4,Account Executive,,Senior,Retail
R_007672,CV,6,Program Coordinator,,Senior,EdTech
R_007673,CV,4,Account Executive,,Junior,Retail
R_007674,CV,6,Project Manager,,Senior,Retail
R_007675,CV,4,Business Development Manager,,Mid,Retail
R_007676,CV,4,Business Development Manager,,Senior,Healthcare
R_007677,CV,3,BI Analyst,,Senior,Gaming
R_007678,CV,3,BI Analyst,,Junior,Cybersecurity
R_007679,CV,7,Customer Support Specialist,,Senior,Retail
R_007680,CV,3,Business Analyst,,Senior,SaaS
R_007681,CV,0,Software Engineer,,Mid,Retail
R_007682,CV,4,Sales Representative,,Senior,Travel
R_007683,CV,1,Financial Analyst,,Mid,Logistics
R_007684,CV,7,Customer Support Specialist,,Mid,Logistics
R_007685,CV,7,Customer Support Specialist,,Mid,E-commerce
R_007686,CV,2,Technical Product Manager,,Mid,SaaS
R_007687,CV,7,Customer Success Associate,,Senior,Gaming
R_007688,CV,6,Operations Manager,,Junior,SaaS
R_007689,CV,2,Technical Product Manager,,Mid,Cybersecurity
R_007690,CV,4,Sales Representative,,Senior,Gaming
R_007691,CV,3,Data Analyst,,Mid,Retail
R_007692,CV,6,Operations Manager,,Senior,Cybersecurity
R_007693,CV,6,Project Manager,,Junior,SaaS
R_007694,CV,1,Financial Analyst,,Mid,Cybersecurity
R_007695,CV,4,Business Development Manager,,Junior,E-commerce
R_007696,CV,7,Customer Support Specialist,,Senior,SaaS
R_007697,CV,5,Marketing Manager,,Junior,E-commerce
R_007698,CV,6,Program Coordinator,,Mid,Gaming
R_007699,CV,7,Customer Support Specialist,,Mid,Cybersecurity
R_007700,CV,3,BI Analyst,,Senior,Cybersecurity
R_007701,CV,4,Business Development Manager,,Senior,E-commerce
R_007702,CV,2,Associate Product Manager,,Senior,Gaming
R_007703,CV,1,FP&A Analyst,,Senior,FinTech
R_007704,CV,1,Financial Analyst,,Junior,FinTech
R_007705,CV,2,Associate Product Manager,,Mid,Travel
R_007706,CV,2,Technical Product Manager,,Senior,Logistics
R_007707,CV,1,Junior Accountant,,Senior,Travel
R_007708,CV,6,Operations Manager,,Mid,Retail
R_007709,CV,1,Junior Accountant,,Junior,SaaS
R_007710,CV,6,Project Manager,,Mid,EdTech
R_007711,CV,3,Business Analyst,,Mid,Cybersecurity
R_007712,CV,3,BI Analyst,,Senior,Healthcare
R_007713,CV,4,Business Development Manager,,Mid,FinTech
R_007714,CV,5,Performance Marketer,,Junior,Gaming
R_007715,CV,7,Technical Support Specialist,,Mid,EdTech
R_007716,CV,0,Software Engineer,,Mid,Retail
R_007717,CV,2,Product Manager,,Mid,Gaming
R_007718,CV,6,Operations Manager,,Junior,EdTech
R_007719,CV,7,Customer Success Associate,,Junior,Healthcare
R_007720,CV,5,Marketing Manager,,Mid,SaaS
R_007721,CV,5,Performance Marketer,,Junior,Cybersecurity
R_007722,CV,5,Marketing Manager,,Junior,FinTech
R_007723,CV,0,Software Engineer,,Senior,Logistics
R_007724,CV,4,Business Development Manager,,Senior,Healthcare
R_007725,CV,0,Full Stack Engineer,,Junior,FinTech
R_007726,CV,0,Software Engineer,,Junior,Gaming
R_007727,CV,4,Sales Representative,,Junior,Logistics
R_007728,CV,6,Program Coordinator,,Senior,EdTech
R_007729,CV,7,Customer Success Associate,,Junior,FinTech
R_007730,CV,7,Customer Support Specialist,,Mid,Travel
R_007731,CV,6,Project Manager,,Senior,Cybersecurity
R_007732,CV,2,Associate Product Manager,,Mid,SaaS
R_007733,CV,4,Business Development Manager,,Junior,Cybersecurity
R_007734,CV,6,Project Manager,,Mid,FinTech
R_007735,CV,3,BI Analyst,,Mid,Travel
R_007736,CV,1,FP&A Analyst,,Mid,Travel
R_007737,CV,3,Data Analyst,,Mid,EdTech
R_007738,CV,4,Business Development Manager,,Junior,Healthcare
R_007739,CV,6,Operations Manager,,Junior,EdTech
R_007740,CV,0,Backend Engineer,,Senior,Retail
R_007741,CV,0,Software Engineer,,Mid,Retail
R_007742,CV,4,Sales Representative,,Senior,SaaS
R_007743,CV,1,Financial Analyst,,Junior,EdTech
R_007744,CV,2,Associate Product Manager,,Junior,Gaming
R_007745,CV,2,Technical Product Manager,,Junior,EdTech
R_007746,CV,4,Sales Representative,,Senior,Cybersecurity
R_007747,CV,0,Backend Engineer,,Junior,Gaming
R_007748,CV,4,Sales Representative,,Junior,SaaS
R_007749,CV,4,Sales Representative,,Senior,Logistics
R_007750,CV,7,Customer Support Specialist,,Senior,Retail
R_007751,CV,3,BI Analyst,,Mid,Retail
R_007752,CV,7,Technical Support Specialist,,Senior,FinTech
R_007753,CV,5,Content Marketer,,Junior,FinTech
R_007754,CV,5,Content Marketer,,Senior,Gaming
R_007755,CV,2,Technical Product Manager,,Mid,Retail
R_007756,CV,5,Performance Marketer,,Senior,Logistics
R_007757,CV,5,Content Marketer,,Mid,Logistics
R_007758,CV,3,Data Analyst,,Senior,Retail
R_007759,CV,2,Product Manager,,Junior,E-commerce
R_007760,CV,4,Sales Representative,,Junior,E-commerce
R_007761,CV,2,Associate Product Manager,,Junior,EdTech
R_007762,CV,3,Business Analyst,,Mid,EdTech
R_007763,CV,4,Sales Representative,,Mid,SaaS
R_007764,CV,0,Full Stack Engineer,,Mid,E-commerce
R_007765,CV,5,Content Marketer,,Junior,SaaS
R_007766,CV,2,Associate Product Manager,,Mid,Cybersecurity
R_007767,CV,3,BI Analyst,,Senior,FinTech
R_007768,CV,0,Backend Engineer,,Senior,FinTech
R_007769,CV,7,Technical Support Specialist,,Senior,EdTech
R_007770,CV,3,Business Analyst,,Mid,Logistics
R_007771,CV,4,Account Executive,,Junior,EdTech
R_007772,CV,5,Performance Marketer,,Junior,SaaS
R_007773,CV,3,Data Analyst,,Mid,Cybersecurity
R_007774,CV,0,Backend Engineer,,Senior,SaaS
R_007775,CV,4,Sales Representative,,Mid,Cybersecurity
R_007776,CV,3,Data Analyst,,Senior,Logistics
R_007777,CV,5,Content Marketer,,Mid,FinTech
R_007778,CV,5,Performance Marketer,,Junior,Logistics
R_007779,CV,7,Technical Support Specialist,,Junior,Travel
R_007780,CV,7,Customer Support Specialist,,Junior,EdTech
R_007781,CV,2,Technical Product Manager,,Junior,SaaS
R_007782,CV,1,FP&A Analyst,,Mid,Cybersecurity
R_007783,CV,2,Technical Product Manager,,Junior,Gaming
R_007784,CV,2,Associate Product Manager,,Senior,FinTech
R_007785,CV,6,Project Manager,,Senior,Gaming
R_007786,CV,0,Backend Engineer,,Senior,Healthcare
R_007787,CV,0,Software Engineer,,Mid,FinTech
R_007788,CV,5,Marketing Manager,,Junior,Gaming
R_007789,CV,4,Sales Representative,,Mid,SaaS
R_007790,CV,6,Project Manager,,Mid,Cybersecurity
R_007791,CV,7,Customer Success Associate,,Junior,Cybersecurity
R_007792,CV,5,Marketing Manager,,Mid,SaaS
R_007793,CV,7,Technical Support Specialist,,Senior,Logistics
R_007794,CV,7,Customer Success Associate,,Mid,Logistics
R_007795,CV,1,Financial Analyst,,Mid,Travel
R_007796,CV,2,Technical Product Manager,,Senior,Travel
R_007797,CV,1,Junior Accountant,,Junior,Gaming
R_007798,CV,6,Project Manager,,Junior,Gaming
R_007799,CV,2,Technical Product Manager,,Junior,Logistics
R_007800,CV,3,Data Analyst,,Junior,Retail
R_007801,CV,6,Program Coordinator,,Senior,Retail
R_007802,CV,4,Business Development Manager,,Senior,Cybersecurity
R_007803,CV,4,Sales Representative,,Mid,Retail
R_007804,CV,3,Data Analyst,,Junior,E-commerce
R_007805,CV,6,Operations Manager,,Junior,Gaming
R_007806,CV,7,Customer Success Associate,,Mid,Cybersecurity
R_007807,CV,3,BI Analyst,,Senior,Travel
R_007808,CV,3,Business Analyst,,Senior,Healthcare
R_007809,CV,3,Business Analyst,,Senior,Healthcare
R_007810,CV,4,Account Executive,,Mid,FinTech
R_007811,CV,5,Marketing Manager,,Mid,FinTech
R_007812,CV,3,Business Analyst,,Senior,Retail
R_007813,CV,1,FP&A Analyst,,Junior,FinTech
R_007814,CV,1,FP&A Analyst,,Junior,Gaming
R_007815,CV,6,Project Manager,,Junior,SaaS
R_007816,CV,6,Program Coordinator,,Mid,Healthcare
R_007817,CV,1,Financial Analyst,,Junior,Gaming
R_007818,CV,4,Business Development Manager,,Junior,Logistics
R_007819,CV,6,Project Manager,,Mid,Cybersecurity
R_007820,CV,4,Business Development Manager,,Senior,Travel
R_007821,CV,0,Software Engineer,,Mid,Retail
R_007822,CV,0,Backend Engineer,,Junior,EdTech
R_007823,CV,6,Project Manager,,Junior,SaaS
R_007824,CV,1,FP&A Analyst,,Mid,Cybersecurity
R_007825,CV,2,Associate Product Manager,,Mid,Retail
R_007826,CV,7,Customer Support Specialist,,Mid,SaaS
R_007827,CV,5,Marketing Manager,,Senior,Healthcare
R_007828,CV,4,Sales Representative,,Senior,E-commerce
R_007829,CV,1,Financial Analyst,,Senior,Gaming
R_007830,CV,4,Account Executive,,Senior,Healthcare
R_007831,CV,7,Technical Support Specialist,,Mid,Healthcare
R_007832,CV,0,Backend Engineer,,Senior,FinTech
R_007833,CV,0,Software Engineer,,Junior,Retail
R_007834,CV,2,Product Manager,,Senior,Healthcare
R_007835,CV,5,Marketing Manager,,Senior,Retail
R_007836,CV,2,Associate Product Manager,,Senior,E-commerce
R_007837,CV,7,Technical Support Specialist,,Mid,Logistics
R_007838,CV,7,Customer Success Associate,,Junior,Gaming
R_007839,CV,7,Customer Success Associate,,Junior,E-commerce
R_007840,CV,2,Product Manager,,Senior,Healthcare
R_007841,CV,2,Product Manager,,Junior,Retail
R_007842,CV,5,Performance Marketer,,Mid,FinTech
R_007843,CV,0,Backend Engineer,,Mid,EdTech
R_007844,CV,0,Full Stack Engineer,,Junior,Gaming
R_007845,CV,4,Sales Representative,,Senior,Healthcare
R_007846,CV,1,Financial Analyst,,Junior,Logistics
R_007847,CV,1,Junior Accountant,,Senior,E-commerce
R_007848,CV,0,Backend Engineer,,Mid,EdTech
R_007849,CV,5,Performance Marketer,,Mid,E-commerce
R_007850,CV,5,Performance Marketer,,Mid,Travel
R_007851,CV,5,Content Marketer,,Junior,E-commerce
R_007852,CV,1,Junior Accountant,,Senior,EdTech
